event_attendence,event_date,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,f1_record,f1_dob,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_record,f2_dob,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,winner
7605,December 09 2017,Scott Holtzman,Darrell Horcher,5,0,3,49,36,0,0,7,1,5,Lightweight,,U-DEC,Record: 12-3-0,Sep 30 1983,5' 9,69,3.41,4.36,Orthodox,51,54,0.3,59,2.45,64,155,Record: 13-4-0,Jul 28 1987,5' 10,70,4.21,2.05,Southpaw,44,39,0.7,50,0.35,47,155,Scott Holtzman
7605,December 09 2017,Eryk Anders,Markus Perez,3,1,3,79,30,0,1,2,2,5,Middleweight,,U-DEC,Record: 11-4-0,Apr 21 1987,6' 1,75,4.09,2.82,Southpaw,47,49,0.1,40,1.75,66,205,Record: 11-2-0,Jun 22 1988,6' 1,73,4.24,2.56,Orthodox,47,49,1.5,28,1.48,81,185,Eryk Anders
7605,December 09 2017,Benito Lopez,Albert Morales,1,0,3,78,78,1,0,0,0,5,Bantamweight,,U-DEC,Record: 9-1-0,Apr 06 1994,5' 10,73,5.04,4.89,Switch,45,59,0.5,0,0,78,135,Record: 7-4-1,May 25 1991,5' 9,72,3.96,3.81,Orthodox,35,56,0.2,35,0.91,70,135,Benito Lopez
7605,December 09 2017,Alexis Davis,Liz Carmouche,2,2,3,23,49,2,0,1,4,5,Women's Flyweight,,S-DEC,Record: 19-9-0,Oct 04 1984,5' 6,68,4.15,4.24,Orthodox,46,55,0.9,40,0.82,34,125,Record: 13-6-0,Feb 19 1984,5' 6,66,2.63,3.09,Orthodox,56,61,0.4,55,2.95,67,125,Alexis Davis
7605,December 09 2017,Andre Soukhamthath,Luke Sanders,0,0,2,20,23,0,0,0,0,1.06,Bantamweight,Punches,KO/TKO,Record: 13-7-0,Oct 23 1988,5' 9,70,3.96,3,Orthodox,45,52,0.2,66,1.48,62,135,Record: 13-3-0,Dec 12 1985,5' 6,67,4.05,6,Southpaw,51,54,0.4,25,0.37,70,135,Andre Soukhamthath
7605,December 09 2017,Alex Perez,Carls John De Tomas,1,0,2,24,8,3,0,2,0,1.54,Bantamweight,Anaconda Choke,SUB,Record: 22-5-0,Mar 21 1992,5' 6,65,3.11,4.68,Orthodox,48,61,1.2,47,3.13,87,135,Record: 8-2-0,Aug 28 1996,5' 5,71,3.93,1.74,Southpaw,37,44,0,33,1.37,66,125,Alex Perez
7605,December 09 2017,Frankie Saenz,Merab Dvalishvili,0,0,3,58,47,0,0,0,11,5,Bantamweight,,S-DEC,Record: 13-6-0,Aug 12 1980,5' 6,66,3.15,3.97,Orthodox,46,54,0.1,32,1.77,62,135,Record: 8-4-0,Jan 10 1991,5' 6,68,2.22,3.78,Orthodox,34,58,0,41,7.33,80,135,Frankie Saenz
7605,December 09 2017,Alejandro Perez,Iuri Alcantara,0,0,3,35,38,0,0,0,0,5,Bantamweight,,U-DEC,Record: 22-7-1,Sep 02 1989,5' 6,67,2.92,3.58,Orthodox,35,64,0.1,20,0.53,73,135,Record: 35-10-0 (1 NC),Aug 04 1980,5' 9,71,2.79,2.72,Southpaw,45,49,0.8,62,1.44,60,135,Alejandro Perez
7605,December 09 2017,Davi Ramos,Chris Gruetzemacher,5,0,3,55,46,1,0,5,0,0.5,Lightweight,Rear Naked Choke,SUB,Record: 9-2-0,Nov 05 1986,5' 6,70,2.72,3.12,Orthodox,38,56,1.4,58,3.28,0,155,Record: 14-3-0,Jun 16 1986,5' 8,68,5.09,7.12,Orthodox,58,56,0,0,0,62,155,Davi Ramos
7605,December 09 2017,Trevin Giles,Antonio Braga Neto,0,2,3,70,18,0,0,0,2,2.27,Middleweight,Punches,KO/TKO,Record: 11-0-0,Aug 06 1992,6' 0,74,1.13,5.45,Orthodox,66,76,0,100,3.69,66,185,Record: 9-3-0 (1 NC),Oct 29 1987,6' 3,77,3.92,1.36,Orthodox,33,45,0.5,37,3.07,0,185,Trevin Giles
8862,December 16 2017,Rafael Dos Anjos,Robbie Lawler,1,0,5,172,86,0,0,2,0,5,Welterweight,,U-DEC,Record: 28-11-0,Oct 26 1984,5' 8,70,3.32,3.62,Southpaw,45,62,0.7,40,1.96,58,170,Record: 28-13-0 (1 NC),Mar 20 1982,5' 11,74,3.95,3.6,Southpaw,45,60,0,66,0.76,69,170,Rafael Dos Anjos
8862,December 16 2017,Josh Emmett,Ricardo Lamas,0,0,1,10,17,0,0,0,0,4.33,Featherweight,Punch,KO/TKO,Record: 14-2-0,Mar 04 1985,5' 6,70,3.32,3.5,Orthodox,36,66,0.2,45,1.58,50,145,Record: 19-7-0,May 21 1982,5' 8,71,2.61,2.87,Orthodox,45,59,1,32,1.66,47,145,Josh Emmett
8862,December 16 2017,Santiago Ponzinibbio,Mike Perry,2,0,3,78,51,0,0,3,1,5,Welterweight,,U-DEC,Record: 28-3-0,Sep 26 1986,6' 0,73,4.02,4.27,Orthodox,39,64,0,44,0.54,60,170,Record: 12-4-0,Sep 15 1991,5' 10,71,4.44,4.02,Orthodox,45,57,0,55,0.83,68,170,Santiago Ponzinibbio
8862,December 16 2017,Glover Teixeira,Misha Cirkunov,2,0,1,13,21,1,0,1,0,2.45,Light Heavyweight,Punches,KO/TKO,Record: 28-7-0,Oct 28 1979,6' 2,76,3.65,3.46,Orthodox,43,55,0.9,46,2.21,60,205,Record: 14-5-0,Feb 27 1987,6' 3,77,2.58,4.45,Orthodox,52,65,2.2,58,4.45,71,205,Glover Teixeira
8862,December 16 2017,Jan Blachowicz,Jared Cannonier,2,0,3,50,26,0,0,4,0,5,Light Heavyweight,,U-DEC,Record: 23-8-0,Feb 24 1983,6' 2,78,3.16,3.5,Orthodox,49,53,0.3,52,1.46,53,205,Record: 11-4-0,Mar 16 1984,5' 11,77,2.83,3.63,Switch,50,67,0,33,0.21,44,185,Jan Blachowicz
8862,December 16 2017,Julian Marquez,Darren Stewart,1,2,2,32,33,3,0,0,4,2.42,Middleweight,Guillotine Choke,SUB,Record: 7-2-0,May 08 1990,6' 2,75,3.33,3.8,Orthodox,40,53,3,0,0,52,185,Record: 9-4-0 (1 NC),Dec 30 1990,6' 0,74,2.67,2.96,Orthodox,43,53,0,41,1.84,63,185,Julian Marquez
8862,December 16 2017,Chad Laprise,Galore Bofando,2,0,1,20,13,0,0,1,0,4.1,Welterweight,Punches,KO/TKO,Record: 14-4-0,Jul 23 1986,5' 10,71,3.59,4.78,Orthodox,42,65,0,54,1.05,78,170,Record: 5-3-0,May 22 1982,5' 11,72,3.63,3.63,Switch,45,54,0,100,2.37,50,170,Chad Laprise
8862,December 16 2017,Nordine Taleb,Danny Roberts,0,0,1,5,1,0,0,0,0,0.59,Welterweight,Kick,KO/TKO,Record: 14-6-0,Jun 10 1981,6' 1,74,2.52,3.42,Orthodox,54,67,0,76,2.3,71,170,Record: 16-4-0,Jul 14 1987,6' 1,74,3.1,3.42,Southpaw,42,55,0.4,0,0,54,170,Nordine Taleb
8862,December 16 2017,John Makdessi,Abel Trujillo,0,0,3,47,29,0,0,0,1,5,Lightweight,,U-DEC,Record: 17-6-0,May 03 1985,5' 8,68,3.77,5.43,Orthodox,50,70,0,0,0,87,155,Record: 15-8-0 (1 NC),Sep 18 1983,5' 8,70,2.31,2.65,Orthodox,41,59,0.4,45,2.18,40,155,John Makdessi
8862,December 16 2017,Alessio Di Chirico,Oluwale Bamgbose,0,0,2,6,10,0,0,1,0,2.14,Middleweight,Knee,KO/TKO,Record: 12-2-0,Dec 12 1989,6' 0,74,2.94,3.36,Orthodox,41,63,0,56,2.48,77,185,Record: 6-4-0,Aug 04 1987,5' 11,78,2.7,2.45,Switch,48,55,0,33,0.94,37,185,Alessio Di Chirico
8862,December 16 2017,Jordan Mein,Erick Silva,4,0,3,51,13,1,0,3,0,5,Welterweight,,U-DEC,Record: 31-12-0,Oct 10 1989,6' 0,73,2.55,3.35,Orthodox,44,69,0.2,58,1.56,66,170,Record: 19-9-0 (1 NC),Jun 21 1984,6' 0,74,4.18,2.5,Orthodox,48,49,1.4,35,0.85,56,170,Jordan Mein
13561,December 30 2017,Cris Cyborg,Holly Holm,0,0,5,118,44,0,0,0,0,5,Women's Featherweight,,U-DEC,Record: 20-2-0 (1 NC),Jul 09 1985,5' 8,68,1.92,6.99,Orthodox,52,69,0.3,55,0.84,91,145,Record: 12-4-0,Oct 17 1981,5' 8,69,2.8,2.82,Southpaw,34,57,0.1,31,0.56,78,145,Cris Cyborg
13561,December 30 2017,Khabib Nurmagomedov,Edson Barboza,4,0,3,89,25,0,0,4,0,5,Lightweight,,U-DEC,Record: 27-0-0,Sep 20 1988,5' 10,70,1.7,4.29,Orthodox,49,66,0.6,44,5.09,84,155,Record: 20-7-0,Jan 21 1986,5' 11,75,4.18,4.01,Orthodox,42,60,0.1,46,0.46,80,155,Khabib Nurmagomedov
13561,December 30 2017,Dan Hooker,Marc Diakiese,1,0,3,17,24,1,0,2,0,0.42,Lightweight,Guillotine Choke,SUB,Record: 18-8-0,Feb 13 1990,6' 0,75,5.13,4.35,Switch,43,54,0.5,37,0.47,77,155,Record: 13-3-0,Mar 16 1993,5' 10,73,2.55,2.89,Orthodox,37,57,0,36,2.23,62,155,Dan Hooker
13561,December 30 2017,Carla Esparza,Cynthia Calvillo,0,2,3,48,38,1,0,2,1,5,Women's Strawweight,,U-DEC,Record: 14-6-0,Oct 10 1987,5' 1,63,3.07,2.2,,38,53,0.4,35,3.4,40,115,Record: 8-1-0,Jul 13 1987,5' 4,64,3.5,3.87,Orthodox,39,64,2,36,1.57,69,115,Carla Esparza
13561,December 30 2017,Neil Magny,Carlos Condit,1,0,3,32,37,0,0,6,0,5,Welterweight,,U-DEC,Record: 21-8-0,Aug 03 1987,6' 3,80,2.22,3.86,Orthodox,46,56,0.3,46,2.62,60,170,Record: 30-13-0,Apr 26 1984,6' 2,75,2.34,3.56,Orthodox,39,57,1.2,55,0.58,36,170,Neil Magny
13561,December 30 2017,Khalil Rountree Jr.,Michal Oleksiejczuk,0,1,3,52,76,1,0,0,2,5,Light Heavyweight,,U-DEC,Record: 9-3-0 (1 NC),Feb 26 1990,6' 1,76,2.72,3.06,Southpaw,40,47,0.3,0,0,52,205,Record: 13-2-0 (1 NC),Feb 22 1995,6' 0,74,3.68,5.43,Southpaw,59,69,0,66,1.81,0,205,Khalil Rountree Jr.
13561,December 30 2017,Myles Jury,Rick Glenn,2,0,3,41,14,0,0,2,0,5,Featherweight,,U-DEC,Record: 17-4-0,Oct 31 1988,5' 10,73,2.16,2.94,Orthodox,42,66,0.3,55,2.16,50,145,Record: 21-6-1,Apr 12 1989,6' 0,70,4.29,4.31,Southpaw,42,53,0.3,13,0.67,66,145,Myles Jury
13561,December 30 2017,Marvin Vettori,Omari Akhmedov,1,0,3,66,51,2,0,0,0,5,Middleweight,,M-DEC,Record: 12-4-1,Sep 20 1993,6' 0,74,2.96,3.41,Southpaw,39,64,0.9,43,1.63,73,185,Record: 18-4-1,Oct 12 1987,6' 0,73,2.89,3.07,Orthodox,34,57,0.3,48,2.51,58,185,Marvin Vettori
13561,December 30 2017,Matheus Nicolau,Louis Smolka,6,0,3,87,49,2,0,3,0,5,Flyweight,,U-DEC,Record: 13-3-1,Jan 06 1993,5' 6,66,2.43,3.83,,51,70,1.6,66,1.9,100,125,Record: 15-6-0,Jul 16 1991,5' 9,68,3.37,3.92,Orthodox,45,52,2.2,34,1.71,30,135,Matheus Nicolau
13561,December 30 2017,Tim Elliott,Mark De La Rosa,6,0,2,12,2,2,0,1,0,1.41,Bantamweight,Anaconda Choke,SUB,Record: 16-8-1,Dec 24 1986,5' 7,66,2.3,3.41,Southpaw,45,62,1.4,65,4.26,50,135,Record: 11-2-0,Aug 31 1994,5' 6,65,3.34,2.72,Orthodox,39,53,0.3,20,0.69,50,135,Tim Elliott
5063,June 01 2018,Marlon Moraes,Jimmie Rivera,0,0,1,7,0,0,0,0,0,0.33,Bantamweight,Kick,KO/TKO,Record: 22-5-1,Apr 26 1988,5' 6,67,2.6,3.23,Orthodox,34,65,0.9,25,0.43,60,135,Record: 22-3-0,Jun 29 1989,5' 4,68,3.9,3.98,Orthodox,40,59,0,27,0.81,100,135,Marlon Moraes
5063,June 01 2018,Gregor Gillespie,Vinc Pichel,7,0,2,13,7,2,0,7,0,4.06,Lightweight,Arm Triangle,SUB,Record: 13-0-0,Nov 13 1986,5' 7,71,1.81,3.6,Orthodox,53,58,1,48,7.44,0,155,Record: 11-2-0,Nov 23 1982,5' 10,72,2.67,3.12,Orthodox,42,54,0.2,62,4.25,20,155,Gregor Gillespie
5063,June 01 2018,Walt Harris,Daniel Spitz,0,0,2,29,17,0,0,0,0,4.59,Heavyweight,Punches,KO/TKO,Record: 11-7-0 (1 NC),Jun 10 1983,6' 5,77,2.69,2.75,Southpaw,36,61,0.2,33,0.36,76,250,Record: 6-2-0,Jul 31 1990,6' 7,82,4.77,2.88,Orthodox,39,51,0,66,1.18,0,245,Walt Harris
5063,June 01 2018,Ben Saunders,Jake Ellenberger,0,0,1,10,5,0,0,0,0,1.56,Welterweight,Knee,KO/TKO,Record: 22-11-2,Apr 13 1983,6' 2,77,3.58,3.19,Orthodox,50,51,1,40,0.22,68,170,Record: 31-15-0,Mar 28 1985,5' 9,71,2.83,2.47,Orthodox,39,60,0.4,47,2.04,86,170,Ben Saunders
5063,June 01 2018,Julio Arce,Daniel Teymur,1,0,3,63,37,1,0,0,0,2.55,Featherweight,Rear Naked Choke,SUB,Record: 15-3-0,Oct 27 1989,5' 7,70,2.45,4.41,Southpaw,35,67,0.9,16,0.3,93,145,Record: 6-3-0,Feb 03 1988,5' 5,69,4.99,3.61,Orthodox,46,55,0,20,0.44,57,145,Julio Arce
5063,June 01 2018,Sam Alvey,Gian Villante,0,0,3,53,50,0,0,0,0,5,Light Heavyweight,,S-DEC,Record: 33-12-0 (1 NC),May 06 1986,6' 2,75,3.28,3.17,Southpaw,45,55,0.1,20,0.1,84,205,Record: 17-11-0,Aug 18 1985,6' 3,76,5.34,4.26,Orthodox,42,55,0,23,0.53,83,205,Sam Alvey
5063,June 01 2018,Sijara Eubanks,Lauren Murphy,2,0,3,75,49,0,0,2,0,5,Women's Flyweight,,U-DEC,Record: 5-2-0,Apr 27 1985,5' 4,67,2.57,4.4,,34,68,0,62,2.5,83,125,Record: 10-4-0,Jul 27 1983,5' 7,67,3.81,3.73,Orthodox,40,60,0,30,1,62,125,Sijara Eubanks
5063,June 01 2018,David Teymur,Nik Lentz,0,0,3,67,61,0,0,0,0,5,Lightweight,,U-DEC,Record: 8-2-0,May 01 1989,5' 9,73,3.53,4.69,Southpaw,43,55,0,33,0.94,77,155,Record: 32-9-2 (1 NC),Aug 13 1984,5' 8,68,3.03,3.49,Orthodox,50,50,1.3,34,3.58,44,155,David Teymur
5063,June 01 2018,Belal Muhammad,Chance Rencountre,1,0,3,70,16,1,0,3,0,5,Welterweight,,U-DEC,Record: 15-3-0,Jul 09 1988,5' 11,72,3.95,4.39,Orthodox,41,59,0.1,33,2.11,90,170,Record: 13-3-0,Dec 31 1986,6' 2,75,4.13,1.26,Southpaw,16,48,0.9,33,1.72,25,170,Belal Muhammad
5063,June 01 2018,Desmond Green,Gleison Tibau,0,0,3,77,28,0,0,0,0,5,Lightweight,,U-DEC,Record: 22-8-0,Oct 11 1989,5' 10,73,2.29,3.42,Southpaw,44,70,0,37,1.16,75,155,Record: 40-14-0,Oct 07 1983,5' 10,71,2.51,1.95,Southpaw,31,63,0.8,53,4.08,92,155,Desmond Green
5063,June 01 2018,Nathaniel Wood,Johnny Eduardo,1,0,2,33,37,1,0,0,0,2.18,Bantamweight,D'Arce Choke,SUB,Record: 16-3-0,May 08 1993,5' 6,69,2.94,4.24,Orthodox,42,58,2,66,2.05,80,135,Record: 28-12-0,Aug 03 1978,5' 7,71,3.34,2.89,Orthodox,38,63,0.5,0,0,62,135,Nathaniel Wood
5063,June 01 2018,Jose Torres,Jarred Brooks,0,1,2,22,31,0,0,1,2,2.55,Flyweight,Punches,KO/TKO,Record: 8-1-0,Aug 02 1992,5' 4,65,9.84,4.37,Orthodox,36,50,0,33,1.28,75,125,Record: 14-2-0,May 02 1993,5' 3,62,1.66,2.12,Switch,46,62,0.6,57,4.54,69,125,Jose Torres
18117,June 09 2018,Robert Whittaker,Yoel Romero,0,0,5,128,111,0,0,0,3,5,Middleweight,,S-DEC,Record: 21-4-0,Dec 20 1990,6' 0,73,3.65,4.82,Orthodox,40,61,0,57,0.37,84,185,Record: 13-3-0,Apr 30 1977,6' 0,73,2.77,3.28,Southpaw,50,63,0,32,1.86,78,185,Robert Whittaker
18117,June 09 2018,Colby Covington,Rafael Dos Anjos,2,1,5,99,105,0,0,7,3,5,Welterweight,,U-DEC,Record: 14-1-0,Feb 22 1988,5' 11,72,2.2,3.26,Orthodox,38,57,0.2,51,5.63,78,170,Record: 28-11-0,Oct 26 1984,5' 8,70,3.32,3.62,Southpaw,45,62,0.7,40,1.96,58,170,Colby Covington
18117,June 09 2018,Holly Holm,Megan Anderson,9,0,3,47,26,1,0,4,0,5,Women's Featherweight,,U-DEC,Record: 12-4-0,Oct 17 1981,5' 8,69,2.8,2.82,Southpaw,34,57,0.1,31,0.56,78,145,Record: 9-3-0,Feb 11 1990,6' 0,73,3.12,1.81,Orthodox,43,35,0,0,0,50,145,Holly Holm
18117,June 09 2018,Tai Tuivasa,Andrei Arlovski,1,0,3,54,51,0,0,0,0,5,Heavyweight,,U-DEC,Record: 10-1-0,Mar 16 1993,6' 2,75,3.06,4.42,Southpaw,52,59,0,0,0,100,264,Record: 27-17-0 (2 NC),Feb 04 1979,6' 3,77,2.57,3.12,Orthodox,42,58,0.3,36,0.58,78,240,Tai Tuivasa
18117,June 09 2018,Mike Jackson,CM Punk,1,1,3,64,19,0,0,1,1,5,Welterweight,,U-DEC,Record: 1-1-0,Mar 22 1985,6' 2,,1.33,4.25,Orthodox,58,75,0,100,0.95,88,170,Record: 0-2-0,Oct 26 1978,6' 1,73,4.87,1.1,Orthodox,23,40,0,11,0.87,0,170,Mike Jackson
18117,June 09 2018,Curtis Blaydes,Alistair Overeem,6,0,3,37,7,0,2,4,0,2.56,Heavyweight,Elbows,KO/TKO,Record: 11-2-0 (1 NC),Feb 18 1991,6' 4,80,2.03,3.71,Orthodox,51,55,0,57,6.79,25,265,Record: 44-17-0 (1 NC),May 17 1980,6' 4,80,1.94,3.55,Orthodox,61,61,1,62,1.42,73,265,Curtis Blaydes
18117,June 09 2018,Claudia Gadelha,Carla Esparza,6,1,3,26,43,1,0,4,2,5,Women's Strawweight,,S-DEC,Record: 16-4-0,Dec 07 1988,5' 4,63,4.69,3.23,Orthodox,42,56,0.9,47,3.72,58,115,Record: 14-6-0,Oct 10 1987,5' 1,63,3.07,2.2,,38,53,0.4,35,3.4,40,115,Claudia Gadelha
18117,June 09 2018,Mirsad Bektic,Ricardo Lamas,1,0,3,31,34,0,2,2,0,5,Featherweight,,S-DEC,Record: 13-1-0,Feb 16 1991,5' 8,70,1.42,2.92,Orthodox,46,62,0.4,53,3.59,100,145,Record: 19-7-0,May 21 1982,5' 8,71,2.61,2.87,Orthodox,45,59,1,32,1.66,47,145,Mirsad Bektic
18117,June 09 2018,Chris de la Rocha,Rashad Coulter,5,0,2,40,30,2,0,3,0,3.53,Heavyweight,Punches,KO/TKO,Record: 5-3-0,May 15 1979,6' 3,80,6.37,4.08,Orthodox,45,43,1,30,2.02,33,250,Record: 9-4-0,Nov 27 1981,5' 11,76,6.68,4.82,Orthodox,56,50,0,0,0,62,205,Chris de la Rocha
18117,June 09 2018,Anthony Smith,Rashad Evans,0,0,1,6,1,0,0,0,0,0.53,Light Heavyweight,Knee,KO/TKO,Record: 31-14-0,Jul 26 1988,6' 4,76,4.31,3.09,Orthodox,47,43,0.8,28,0.46,50,205,Record: 24-8-1,Sep 25 1979,6' 0,75,2.42,2.14,Orthodox,37,63,0,44,2.98,73,205,Anthony Smith
18117,June 09 2018,Sergio Pettis,Joseph Benavidez,0,0,3,74,59,0,0,0,2,5,Flyweight,,S-DEC,Record: 17-5-0,Aug 18 1993,5' 6,69,2.93,3.68,Orthodox,37,64,0.4,40,0.92,67,135,Record: 27-5-0,Jul 31 1984,5' 4,65,2.55,3.41,Southpaw,33,63,0.7,31,1.58,65,125,Sergio Pettis
18117,June 09 2018,Charles Oliveira,Clay Guida,0,0,1,14,9,1,0,0,0,2.18,Lightweight,Guillotine Choke,SUB,Record: 26-8-0 (1 NC),Oct 17 1989,5' 10,74,3.03,3.08,Orthodox,49,53,2.8,43,2.93,60,155,Record: 34-15-0,Dec 08 1981,5' 7,70,2.39,2.33,Orthodox,32,65,0.7,37,3.43,69,155,Charles Oliveira
18117,June 09 2018,Dan Ige,Mike Santiago,2,0,1,25,0,0,0,1,0,0.5,Featherweight,Punches,KO/TKO,Record: 11-2-0,Aug 06 1991,5' 7,71,3.36,3.96,Orthodox,46,59,1.3,35,3.3,60,145,Record: 21-12-0,Jul 28 1989,5' 10,69,3.58,3.44,Orthodox,49,36,1.1,50,2.66,53,145,Dan Ige
6419,June 23 2018,Leon Edwards,Donald Cerrone,0,1,5,84,60,0,0,0,1,5,Welterweight,,U-DEC,Record: 17-3-0,Aug 25 1991,6' 0,74,1.86,2.35,Southpaw,49,55,0.5,31,1.33,67,170,Record: 35-11-0 (1 NC),Mar 29 1983,6' 1,73,4.06,4.2,Orthodox,48,54,1.4,35,1.29,72,155,Leon Edwards
6419,June 23 2018,Ovince Saint Preux,Tyson Pedro,0,0,1,7,9,1,1,0,0,2.54,Light Heavyweight,Armbar,SUB,Record: 23-13-0,Apr 08 1983,6' 3,80,2.8,2.62,Southpaw,47,44,0.6,40,1.33,65,205,Record: 7-3-0,Sep 17 1991,6' 3,79,2.55,2.7,Orthodox,62,48,1.5,25,0.74,52,205,Ovince Saint Preux
6419,June 23 2018,Jessica Eye,Jessica-Rose Clark,2,0,3,67,51,0,0,1,0,5,Women's Flyweight,,U-DEC,Record: 14-6-0 (1 NC),Jul 27 1986,5' 6,66,3.43,3.63,Orthodox,36,60,0.7,50,0.53,60,125,Record: 9-5-0 (1 NC),Nov 28 1987,5' 5,64,4.13,4.6,Orthodox,50,61,0.7,66,1.33,57,125,Jessica Eye
6419,June 23 2018,Li Jingliang,Daichi Abe,0,0,3,96,45,0,0,0,0,5,Welterweight,,U-DEC,Record: 16-5-0,Mar 20 1988,6' 0,71,3.53,5.01,Orthodox,42,60,0,33,1.14,62,170,Record: 6-2-0,Nov 27 1991,5' 11,71,4.49,3.8,Orthodox,33,56,0,50,0.33,0,170,Li Jingliang
6419,June 23 2018,Petr Yan,Teruto Ishihara,1,0,1,25,11,0,0,0,0,3.28,Bantamweight,Punch,KO/TKO,Record: 12-1-0,Feb 11 1993,5' 7,67,2.92,6.46,Switch,51,68,0.3,50,1.73,83,135,Record: 11-7-2,Jul 23 1991,5' 7,69,3.63,3.26,Southpaw,44,53,0,16,0.5,30,135,Petr Yan
6419,June 23 2018,Song Yadong,Felipe Arantes,3,0,2,39,8,1,0,1,0,4.59,Bantamweight,Elbow,KO/TKO,Record: 14-4-0 (1 NC),Dec 02 1997,5' 8,67,2.91,4.31,Orthodox,41,67,1,100,1.54,100,135,Record: 18-10-1 (2 NC),Feb 09 1988,5' 8,73,2.66,2.37,Orthodox,45,64,0.7,47,0.93,41,135,Song Yadong
6419,June 23 2018,Shane Young,Rolando Dy,1,0,2,104,57,0,0,1,0,4.4,Featherweight,Elbow,KO/TKO,Record: 13-4-0,Jul 31 1993,5' 8,72,5.09,6.1,Orthodox,40,57,0,25,0.76,64,145,Record: 9-7-1 (1 NC),Aug 11 1990,5' 8,69,4.47,3.04,Orthodox,37,52,0,20,0.3,68,145,Shane Young
6419,June 23 2018,Song Kenan,Hector Aldana,0,0,2,32,39,0,0,0,2,4.45,Welterweight,Punch,KO/TKO,Record: 14-5-0,Mar 10 1990,6' 0,71,5.52,4.28,Orthodox,45,54,0,0,0,50,170,Record: 4-3-0,Aug 17 1988,5' 11,72,5.21,4.36,Orthodox,41,62,0,100,1.21,0,170,Song Kenan
6419,June 23 2018,Jake Matthews,Shinsho Anzai,2,0,1,12,1,1,0,1,0,2.44,Welterweight,Rear Naked Choke,SUB,Record: 14-4-0,Aug 19 1994,5' 11,73,2.16,2.96,Orthodox,46,58,0.9,40,2.26,66,170,Record: 10-3-0,Dec 01 1985,5' 7,70,3.75,3.23,Orthodox,58,45,0,16,1.83,75,170,Jake Matthews
6419,June 23 2018,Yan Xiaonan,Viviane Pereira,0,0,3,71,44,0,0,0,0,5,Women's Strawweight,,U-DEC,Record: 10-1-0 (1 NC),Jun 16 1989,5' 5,63,4.04,7.04,Orthodox,41,67,0,0,0,66,115,Record: 13-2-0,Aug 28 1993,5' 1,63,4.48,2.7,Orthodox,30,58,0.2,100,0.25,28,115,Yan Xiaonan
6419,June 23 2018,Matt Schnell,Naoki Inoue,0,0,3,71,48,0,0,0,0,5,Flyweight,,S-DEC,Record: 13-4-0,Jan 15 1990,5' 8,70,3.69,3.69,Orthodox,35,62,1.4,40,0.72,54,135,Record: 11-1-0,Jun 14 1997,5' 9,71,3.37,3.67,Orthodox,35,60,2.5,0,0,60,125,Matt Schnell
6419,June 23 2018,Ulka Sasaki,Jenel Lausa,9,0,2,25,7,1,0,5,0,4.04,Flyweight,Rear Naked Choke,SUB,Record: 21-6-2,Oct 07 1989,5' 10,71,2.5,2.16,Southpaw,41,50,1.2,43,3.03,41,125,Record: 7-5-0,Aug 01 1988,5' 5,68,3.53,1.44,Orthodox,42,53,0.8,66,0.55,51,125,Ulka Sasaki
6419,June 23 2018,Ji Yeon Kim,Melinda Fabian,0,0,3,73,72,0,0,0,0,5,Women's Flyweight,,S-DEC,Record: 8-2-2,Oct 18 1989,5' 7,72,4.78,3.9,Orthodox,31,57,0,0,0,33,125,Record: 4-4-2,Jun 25 1987,5' 6,66,4,4.03,,41,62,0,0,0,100,125,Ji Yeon Kim
2123,July 06 2018,Israel Adesanya,Brad Tavares,2,1,5,119,40,1,0,0,1,5,Middleweight,,U-DEC,Record: 17-0-0,Jul 22 1989,6' 4,80,2.49,4.44,Switch,51,65,0.5,0,0,85,185,Record: 17-6-0,Dec 21 1987,6' 1,74,2.73,3.02,Orthodox,40,55,0,27,1.04,77,185,Israel Adesanya
2123,July 06 2018,Michael Trizano,Joe Giannetti,2,0,3,42,29,1,0,0,1,5,Lightweight,,S-DEC,Record: 9-0-0,Dec 31 1991,5' 11,73,1.73,3.1,Orthodox,54,67,1,50,0.5,86,155,Record: 7-1-0,Jul 05 1995,6' 0,74,2.8,1.93,Southpaw,38,40,0,16,1,0,155,Michael Trizano
2123,July 06 2018,Brad Katona,Jay Cucciniello,3,0,3,71,14,0,0,2,0,5,Featherweight,,U-DEC,Record: 9-0-0,Dec 19 1991,5' 6,65,2.77,4.9,Orthodox,54,59,0,20,1,42,135,Record: 9-1-0,Jul 23 1986,5' 7,,4.73,0.93,Orthodox,21,36,0,0,0,71,155,Brad Katona
