event_attendance,event_date,event_name,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,winner
19079,March 03 2007,UFC 68: The Uprising,Matt Hughes,Chris Lytle,8,1,3,13,5,3,3,2,0,5.0,Welterweight,,U-DEC,Matt Hughes
19079,March 03 2007,UFC 68: The Uprising,Jason Lambert,Renato Sobral,2,2,2,19,5,0,1,2,1,3.36,Light Heavyweight,Punch,KO/TKO,Jason Lambert
19079,March 03 2007,UFC 68: The Uprising,Matt Hamill,Rex Holman,2,0,1,29,11,0,0,0,0,4.0,Light Heavyweight,Punches,KO/TKO,Matt Hamill
19079,March 03 2007,UFC 68: The Uprising,Jon Fitch,Luigi Fioravanti,4,0,2,19,14,2,0,2,0,3.05,Welterweight,Rear Naked Choke,SUB,Jon Fitch
19079,March 03 2007,UFC 68: The Uprising,Gleison Tibau,Jason Dent,8,0,3,36,12,1,0,5,0,5.0,Lightweight,,U-DEC,Gleison Tibau
19079,March 03 2007,UFC 68: The Uprising,Jamie Varner,Jason Gilliam,1,0,1,7,0,2,0,1,0,1.34,Lightweight,Rear Naked Choke,SUB,Jamie Varner
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Joe Stevenson,Melvin Guillard,0,0,1,2,1,1,0,1,0,0.27,Lightweight,Guillotine Choke,SUB,Joe Stevenson
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Justin McCully,Antoni Hardonk,1,0,3,21,26,0,1,3,0,5.0,Heavyweight,,U-DEC,Justin McCully
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Kenny Florian,Dokonjonosuke Mishima,6,0,3,38,6,1,2,1,1,3.57,Lightweight,Rear Naked Choke,SUB,Kenny Florian
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Wilson Gouveia,Seth Petruzelli,1,0,2,17,8,1,0,1,1,0.39,Light Heavyweight,Guillotine Choke,SUB,Wilson Gouveia
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Drew Fickett,Keita Nakamura,1,0,3,79,32,0,0,2,2,5.0,Welterweight,,U-DEC,Drew Fickett
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Kurt Pellegrino,Nate Mohr,4,0,1,4,6,1,0,1,0,2.58,Lightweight,Ankle Lock,SUB,Kurt Pellegrino
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Kuniyoshi Hironaka,Forrest Petz,10,0,3,26,7,1,0,5,0,5.0,Welterweight,,U-DEC,Kuniyoshi Hironaka
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Roan Carneiro,Rich Clementi,8,0,3,22,9,4,0,7,0,5.0,Welterweight,,U-DEC,Roan Carneiro
1734,April 05 2007,UFC Fight Night: Stevenson vs Guillard,Thiago Tavares,Naoyuki Kotani,7,2,3,21,12,2,1,4,1,5.0,Lightweight,,U-DEC,Thiago Tavares
15269,April 07 2007,UFC 69: Shootout,Matt Serra,Georges St-Pierre,1,0,1,20,6,0,0,0,0,3.25,Welterweight,Punches,KO/TKO,Matt Serra
15269,April 07 2007,UFC 69: Shootout,Josh Koscheck,Diego Sanchez,0,0,3,30,12,0,0,1,0,5.0,Welterweight,,U-DEC,Josh Koscheck
15269,April 07 2007,UFC 69: Shootout,Roger Huerta,Leonard Garcia,8,1,3,85,29,0,2,6,0,5.0,Lightweight,,U-DEC,Roger Huerta
15269,April 07 2007,UFC 69: Shootout,Yushin Okami,Mike Swick,5,1,3,28,28,2,0,4,0,5.0,Middleweight,,U-DEC,Yushin Okami
15269,April 07 2007,UFC 69: Shootout,Kendall Grove,Alan Belcher,3,1,2,41,8,2,0,1,1,4.42,Middleweight,D'Arce Choke,SUB,Kendall Grove
15269,April 07 2007,UFC 69: Shootout,Heath Herring,Brad Imes,3,1,3,64,19,0,2,1,1,5.0,Heavyweight,,U-DEC,Heath Herring
15269,April 07 2007,UFC 69: Shootout,Thales Leites,Pete Sell,11,1,3,56,3,4,2,3,0,5.0,Middleweight,,U-DEC,Thales Leites
15269,April 07 2007,UFC 69: Shootout,Marcus Davis,Pete Spratt,5,0,2,6,7,1,0,3,0,2.57,Welterweight,Ankle Lock,SUB,Marcus Davis
15269,April 07 2007,UFC 69: Shootout,Luke Cummo,Josh Haynes,0,0,2,38,9,0,0,0,1,2.45,Welterweight,Punches,KO/TKO,Luke Cummo
15114,April 21 2007,UFC 70: Nations Collide,Gabriel Gonzaga,Mirko Cro Cop,0,0,1,19,1,0,0,1,0,4.51,Heavyweight,Kick,KO/TKO,Gabriel Gonzaga
15114,April 21 2007,UFC 70: Nations Collide,Andrei Arlovski,Fabricio Werdum,0,0,3,28,23,0,0,0,0,5.0,Heavyweight,,U-DEC,Andrei Arlovski
15114,April 21 2007,UFC 70: Nations Collide,Michael Bisping,Elvis Sinosic,0,2,2,36,8,0,2,1,0,1.4,Light Heavyweight,Punches,KO/TKO,Michael Bisping
15114,April 21 2007,UFC 70: Nations Collide,Lyoto Machida,David Heath,4,0,3,67,8,1,0,0,0,5.0,Light Heavyweight,,U-DEC,Lyoto Machida
15114,April 21 2007,UFC 70: Nations Collide,Cheick Kongo,Assuerio Silva,0,5,3,64,13,1,0,0,6,5.0,Heavyweight,,M-DEC,Cheick Kongo
15114,April 21 2007,UFC 70: Nations Collide,Terry Etim,Matt Grice,0,0,1,5,26,3,0,0,1,4.48,Lightweight,Guillotine Choke,SUB,Terry Etim
15114,April 21 2007,UFC 70: Nations Collide,Junior Assuncao,David Lee,3,0,2,29,12,2,0,0,0,1.55,Lightweight,Rear Naked Choke,SUB,Junior Assuncao
15114,April 21 2007,UFC 70: Nations Collide,Alessio Sakara,Victor Valimaki,0,0,1,6,0,0,0,0,0,1.44,Light Heavyweight,Punch,KO/TKO,Alessio Sakara
15114,April 21 2007,UFC 70: Nations Collide,Jess Liaudin,Dennis Siver,0,1,1,1,2,1,0,0,1,1.21,Welterweight,Armbar,SUB,Jess Liaudin
15114,April 21 2007,UFC 70: Nations Collide,Paul Taylor,Edilberto de Oliveira,0,0,3,78,46,0,0,0,0,0.37,Welterweight,Kick,KO/TKO,Paul Taylor
14727,May 26 2007,UFC 71: Liddell vs Jackson,Rampage Jackson,Chuck Liddell,0,0,1,6,4,0,0,0,0,1.53,Light Heavyweight,Punch,KO/TKO,Rampage Jackson
14727,May 26 2007,UFC 71: Liddell vs Jackson,Karo Parisyan,Joshua Burkman,0,0,3,54,16,0,0,2,2,5.0,Welterweight,,U-DEC,Karo Parisyan
14727,May 26 2007,UFC 71: Liddell vs Jackson,Terry Martin,Ivan Salaverry,0,0,1,7,5,0,0,1,0,2.04,Middleweight,,KO/TKO,Terry Martin
14727,May 26 2007,UFC 71: Liddell vs Jackson,Houston Alexander,Keith Jardine,0,0,1,17,5,0,0,0,0,0.48,Light Heavyweight,Punch,KO/TKO,Houston Alexander
14727,May 26 2007,UFC 71: Liddell vs Jackson,Kalib Starnes,Chris Leben,1,1,3,47,44,0,0,2,0,5.0,Middleweight,,U-DEC,Kalib Starnes
14727,May 26 2007,UFC 71: Liddell vs Jackson,Thiago Silva,James Irvin,1,0,1,1,3,0,1,1,0,1.06,Light Heavyweight,,KO/TKO,Thiago Silva
14727,May 26 2007,UFC 71: Liddell vs Jackson,Alan Belcher,Sean Salmon,0,0,1,0,1,1,0,0,0,0.53,Light Heavyweight,Guillotine Choke,SUB,Alan Belcher
14727,May 26 2007,UFC 71: Liddell vs Jackson,Din Thomas,Jeremy Stephens,3,0,2,10,7,2,0,1,0,2.44,Lightweight,Armbar,SUB,Din Thomas
14727,May 26 2007,UFC 71: Liddell vs Jackson,Wilson Gouveia,Carmelo Marrero,2,0,1,18,1,1,0,0,0,3.06,Light Heavyweight,Guillotine Choke,SUB,Wilson Gouveia
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Spencer Fisher,Sam Stout,0,0,3,88,76,0,0,0,0,5.0,Lightweight,,U-DEC,Spencer Fisher
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Jon Fitch,Roan Carneiro,1,0,2,18,4,1,1,0,2,1.07,Welterweight,Rear Naked Choke,SUB,Jon Fitch
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Drew McFedries,Jordan Radev,0,0,1,6,1,0,0,0,0,0.33,Middleweight,Punch,KO/TKO,Drew McFedries
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Thiago Tavares,Jason Black,6,2,2,11,0,2,2,2,0,2.49,Lightweight,Triangle Choke,SUB,Thiago Tavares
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Forrest Petz,Luigi Fioravanti,0,0,3,40,45,0,0,0,0,5.0,Welterweight,,U-DEC,Forrest Petz
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Tamdan McCrory,Pete Spratt,2,5,2,8,19,2,0,2,0,2.04,Welterweight,Triangle Choke,SUB,Tamdan McCrory
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Gleison Tibau,Jeff Cox,2,0,1,3,0,1,0,0,1,1.52,Lightweight,Arm Triangle,SUB,Gleison Tibau
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Anthony Johnson,Chad Reiner,0,0,1,3,2,0,0,0,0,0.13,Welterweight,Punches,KO/TKO,Anthony Johnson
5100,June 12 2007,UFC Fight Night: Stout vs Fisher,Nate Mohr,Luke Caudillo,0,0,3,70,28,0,0,0,0,5.0,Lightweight,,U-DEC,Nate Mohr
9000,June 16 2007,UFC 72: Victory,Rich Franklin,Yushin Okami,1,2,3,36,17,0,3,1,1,5.0,Middleweight,,U-DEC,Rich Franklin
9000,June 16 2007,UFC 72: Victory,Forrest Griffin,Hector Ramirez,0,1,3,113,20,0,0,0,2,5.0,Light Heavyweight,,U-DEC,Forrest Griffin
9000,June 16 2007,UFC 72: Victory,Jason MacDonald,Rory Singer,2,2,2,30,17,0,1,2,1,3.18,Middleweight,Punches,KO/TKO,Jason MacDonald
9000,June 16 2007,UFC 72: Victory,Tyson Griffin,Clay Guida,0,4,3,50,36,2,2,2,4,5.0,Lightweight,,S-DEC,Tyson Griffin
9000,June 16 2007,UFC 72: Victory,Ed Herman,Scott Smith,1,0,2,24,3,2,2,3,0,2.25,Middleweight,Rear Naked Choke,SUB,Ed Herman
9000,June 16 2007,UFC 72: Victory,Marcus Davis,Jason Tan,0,0,1,9,6,0,0,0,0,1.15,Welterweight,Punches,KO/TKO,Marcus Davis
9000,June 16 2007,UFC 72: Victory,Eddie Sanchez,Colin Robinson,4,2,2,41,36,0,2,1,1,0.32,Heavyweight,Elbows,KO/TKO,Eddie Sanchez
9000,June 16 2007,UFC 72: Victory,Dustin Hazelett,Stevie Lynch,0,0,1,20,7,1,0,0,0,2.5,Welterweight,Anaconda Choke,SUB,Dustin Hazelett
3000,June 23 2007,The Ultimate Fighter 5 Finale,BJ Penn,Jens Pulver,7,0,2,23,6,3,0,3,0,3.12,Lightweight,Rear Naked Choke,SUB,BJ Penn
3000,June 23 2007,The Ultimate Fighter 5 Finale,Nate Diaz,Manvel Gamburyan,0,1,2,2,16,1,1,0,1,0.2,Lightweight,Injury,SUB,Nate Diaz
3000,June 23 2007,The Ultimate Fighter 5 Finale,Thales Leites,Floyd Sword,4,0,1,6,3,1,0,2,0,3.5,Middleweight,Arm Triangle,SUB,Thales Leites
3000,June 23 2007,The Ultimate Fighter 5 Finale,Roger Huerta,Doug Evans,4,2,2,34,20,0,0,0,4,3.3,Lightweight,Punches,KO/TKO,Roger Huerta
3000,June 23 2007,The Ultimate Fighter 5 Finale,Joe Lauzon,Brandon Melendez,9,1,2,4,6,6,0,3,0,2.09,Lightweight,Triangle Choke,SUB,Joe Lauzon
3000,June 23 2007,The Ultimate Fighter 5 Finale,Cole Miller,Andy Wang,0,0,1,12,4,0,0,0,0,1.1,Lightweight,Kick,KO/TKO,Cole Miller
3000,June 23 2007,The Ultimate Fighter 5 Finale,Gray Maynard,Rob Emerson,6,0,2,20,3,1,1,2,1,0.39,Lightweight,,CNC,Gray Maynard
3000,June 23 2007,The Ultimate Fighter 5 Finale,Leonard Garcia,Allen Berube,4,1,1,4,4,1,1,0,2,4.22,Lightweight,Rear Naked Choke,SUB,Leonard Garcia
3000,June 23 2007,The Ultimate Fighter 5 Finale,Matt Wiman,Brian Geraghty,2,0,1,21,1,0,0,1,0,2.09,Lightweight,Punches,KO/TKO,Matt Wiman
14371,July 07 2007,UFC 73: Stacked,Kenny Florian,Alvin Robinson,6,0,1,20,6,0,0,3,1,4.3,Lightweight,Elbows,KO/TKO,Kenny Florian
14371,July 07 2007,UFC 73: Stacked,Anderson Silva,Nate Marquardt,0,1,1,10,3,0,0,1,1,4.5,Middleweight,Punches,KO/TKO,Anderson Silva
14371,July 07 2007,UFC 73: Stacked,Rashad Evans,Tito Ortiz,1,0,3,19,24,0,1,2,3,5.0,Light Heavyweight,,U-DEC,Rashad Evans
14371,July 07 2007,UFC 73: Stacked,Sean Sherk,Hermes Franca,20,0,5,35,6,2,3,16,0,5.0,Lightweight,,U-DEC,Sean Sherk
14371,July 07 2007,UFC 73: Stacked,Minotauro Nogueira,Heath Herring,7,0,3,55,31,2,0,4,0,5.0,Heavyweight,,U-DEC,Minotauro Nogueira
14371,July 07 2007,UFC 73: Stacked,Stephan Bonnar,Mike Nickels,2,0,1,2,2,2,0,0,1,2.14,Light Heavyweight,Rear Naked Choke,SUB,Stephan Bonnar
14371,July 07 2007,UFC 73: Stacked,Jorge Gurgel,Diego Saraiva,0,0,3,67,49,0,0,0,0,5.0,Lightweight,,U-DEC,Jorge Gurgel
14371,July 07 2007,UFC 73: Stacked,Chris Lytle,Jason Gilliam,3,0,1,5,3,5,0,1,0,2.15,Welterweight,Triangle Choke,SUB,Chris Lytle
14371,July 07 2007,UFC 73: Stacked,Frankie Edgar,Mark Bocek,2,0,1,31,6,0,0,0,0,4.55,Lightweight,Punches,KO/TKO,Frankie Edgar
11065,August 25 2007,UFC 74: Respect,Randy Couture,Gabriel Gonzaga,1,0,3,63,11,0,1,3,0,1.37,Heavyweight,Punches,KO/TKO,Randy Couture
11065,August 25 2007,UFC 74: Respect,Georges St-Pierre,Josh Koscheck,3,0,3,38,4,5,0,2,1,5.0,Welterweight,,U-DEC,Georges St-Pierre
11065,August 25 2007,UFC 74: Respect,Roger Huerta,Alberto Crane,5,3,3,26,4,0,3,0,0,1.5,Lightweight,Punches,KO/TKO,Roger Huerta
11065,August 25 2007,UFC 74: Respect,Joe Stevenson,Kurt Pellegrino,0,2,3,42,27,3,1,3,3,5.0,Lightweight,,U-DEC,Joe Stevenson
11065,August 25 2007,UFC 74: Respect,Patrick Cote,Kendall Grove,3,0,1,20,12,1,0,0,0,4.45,Middleweight,Punches,KO/TKO,Patrick Cote
11065,August 25 2007,UFC 74: Respect,Renato Sobral,David Heath,1,0,2,60,6,3,0,1,0,3.3,Light Heavyweight,Anaconda Choke,SUB,Renato Sobral
11065,August 25 2007,UFC 74: Respect,Frank Mir,Antoni Hardonk,2,0,1,4,1,1,0,1,0,1.17,Heavyweight,Kimura,SUB,Frank Mir
11065,August 25 2007,UFC 74: Respect,Thales Leites,Ryan Jensen,1,0,1,10,11,2,1,3,0,3.47,Middleweight,Armbar,SUB,Thales Leites
11065,August 25 2007,UFC 74: Respect,Clay Guida,Marcus Aurelio,0,0,3,44,40,0,0,0,0,5.0,Lightweight,,S-DEC,Clay Guida
16235,September 08 2007,UFC 75: Champion vs Champion,Rampage Jackson,Dan Henderson,7,3,5,74,60,0,3,2,3,5.0,Light Heavyweight,,U-DEC,Rampage Jackson
16235,September 08 2007,UFC 75: Champion vs Champion,Michael Bisping,Matt Hamill,0,4,3,47,56,0,0,0,6,5.0,Light Heavyweight,,S-DEC,Michael Bisping
16235,September 08 2007,UFC 75: Champion vs Champion,Cheick Kongo,Mirko Cro Cop,1,2,3,63,15,0,0,1,1,5.0,Heavyweight,,U-DEC,Cheick Kongo
16235,September 08 2007,UFC 75: Champion vs Champion,Marcus Davis,Paul Taylor,3,2,1,24,16,1,0,1,0,4.14,Welterweight,Armbar,SUB,Marcus Davis
16235,September 08 2007,UFC 75: Champion vs Champion,Houston Alexander,Alessio Sakara,0,0,1,18,1,0,0,0,1,1.01,Light Heavyweight,Knee,KO/TKO,Houston Alexander
16235,September 08 2007,UFC 75: Champion vs Champion,Gleison Tibau,Terry Etim,7,0,3,14,18,0,0,7,0,5.0,Lightweight,,U-DEC,Gleison Tibau
16235,September 08 2007,UFC 75: Champion vs Champion,Thiago Silva,Tomasz Drwal,0,0,2,48,43,1,0,0,1,4.23,Light Heavyweight,Punches,KO/TKO,Thiago Silva
16235,September 08 2007,UFC 75: Champion vs Champion,Dennis Siver,Naoyuki Kotani,1,0,2,28,9,0,2,0,0,2.04,Lightweight,Punch,KO/TKO,Dennis Siver
16235,September 08 2007,UFC 75: Champion vs Champion,Jess Liaudin,Anthony Torres,0,0,1,38,13,0,0,0,0,4.1,Welterweight,Punches,KO/TKO,Jess Liaudin
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Kenny Florian,Din Thomas,1,0,1,27,3,1,0,2,0,4.31,Lightweight,Rear Naked Choke,SUB,Kenny Florian
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Chris Leben,Terry Martin,0,1,3,53,45,1,0,0,4,3.56,Middleweight,Punch,KO/TKO,Chris Leben
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Nate Diaz,Junior Assuncao,0,1,1,10,7,3,0,1,1,4.1,Lightweight,Guillotine Choke,SUB,Nate Diaz
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Nate Quarry,Pete Sell,0,0,3,64,53,0,0,0,2,0.44,Middleweight,Punch,KO/TKO,Nate Quarry
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Luke Cummo,Edilberto de Oliveira,0,0,1,6,5,0,0,0,0,1.45,Welterweight,Punches,KO/TKO,Luke Cummo
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Cole Miller,Leonard Garcia,11,0,3,21,16,10,0,1,0,5.0,Lightweight,,U-DEC,Cole Miller
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Gray Maynard,Joe Veres,0,0,1,3,0,0,0,0,0,0.09,Lightweight,Punch,KO/TKO,Gray Maynard
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Thiago Alves,Kuniyoshi Hironaka,1,1,2,48,15,0,0,0,2,4.04,Welterweight,Knee,KO/TKO,Thiago Alves
1678,September 19 2007,UFC Fight Night: Thomas vs Florian,Dustin Hazelett,Jonathan Goulet,0,1,1,3,0,2,0,0,1,1.14,Welterweight,Armbar,SUB,Dustin Hazelett
14087,September 22 2007,UFC 76: Knockout,Keith Jardine,Chuck Liddell,0,0,3,83,31,0,0,0,0,5.0,Light Heavyweight,,S-DEC,Keith Jardine
14087,September 22 2007,UFC 76: Knockout,Forrest Griffin,Mauricio Rua,5,0,3,66,27,3,0,2,5,4.45,Light Heavyweight,Rear Naked Choke,SUB,Forrest Griffin
14087,September 22 2007,UFC 76: Knockout,Jon Fitch,Diego Sanchez,2,0,3,25,11,0,5,3,2,5.0,Welterweight,,S-DEC,Jon Fitch
14087,September 22 2007,UFC 76: Knockout,Lyoto Machida,Kazuhiro Nakamura,9,1,3,70,15,1,0,2,2,5.0,Light Heavyweight,,U-DEC,Lyoto Machida
14087,September 22 2007,UFC 76: Knockout,Tyson Griffin,Thiago Tavares,0,6,3,29,6,1,4,2,4,5.0,Lightweight,,U-DEC,Tyson Griffin
14087,September 22 2007,UFC 76: Knockout,Rich Clementi,Anthony Johnson,2,1,2,12,22,2,3,1,1,3.05,Welterweight,Rear Naked Choke,SUB,Rich Clementi
14087,September 22 2007,UFC 76: Knockout,Jeremy Stephens,Diego Saraiva,0,4,3,50,11,0,2,2,0,5.0,Lightweight,,U-DEC,Jeremy Stephens
14087,September 22 2007,UFC 76: Knockout,Christian Wellisch,Scott Junk,0,0,1,6,17,2,0,1,0,3.19,Heavyweight,Heel Hook,SUB,Christian Wellisch
14087,September 22 2007,UFC 76: Knockout,Matt Wiman,Michihiro Omigawa,5,0,3,59,33,0,1,4,1,5.0,Lightweight,,U-DEC,Matt Wiman
16054,October 20 2007,UFC 77: Hostile Territory,Anderson Silva,Rich Franklin,0,0,2,39,22,0,0,0,1,1.07,Middleweight,Knees,KO/TKO,Anderson Silva
16054,October 20 2007,UFC 77: Hostile Territory,Tim Sylvia,Brandon Vera,0,1,3,68,58,0,0,0,1,5.0,Heavyweight,,U-DEC,Tim Sylvia
16054,October 20 2007,UFC 77: Hostile Territory,Alvin Robinson,Jorge Gurgel,0,4,3,44,3,1,0,2,0,5.0,Lightweight,,U-DEC,Alvin Robinson
16054,October 20 2007,UFC 77: Hostile Territory,Stephan Bonnar,Eric Schafer,1,1,2,30,13,0,1,0,1,2.47,Light Heavyweight,Punches,KO/TKO,Stephan Bonnar
16054,October 20 2007,UFC 77: Hostile Territory,Alan Belcher,Kalib Starnes,0,0,2,57,40,0,0,0,1,1.39,Middleweight,,KO/TKO,Alan Belcher
16054,October 20 2007,UFC 77: Hostile Territory,Yushin Okami,Jason MacDonald,6,0,3,41,25,1,0,1,0,5.0,Middleweight,,U-DEC,Yushin Okami
16054,October 20 2007,UFC 77: Hostile Territory,Demian Maia,Ryan Jensen,2,0,1,3,2,1,0,2,0,2.4,Middleweight,Rear Naked Choke,SUB,Demian Maia
16054,October 20 2007,UFC 77: Hostile Territory,Joshua Burkman,Forrest Petz,0,0,3,44,65,2,0,3,0,5.0,Welterweight,,S-DEC,Joshua Burkman
16054,October 20 2007,UFC 77: Hostile Territory,Matt Grice,Jason Black,9,1,3,44,10,0,7,3,0,5.0,Lightweight,,S-DEC,Matt Grice
14071,November 17 2007,UFC 78: Validation,Rashad Evans,Michael Bisping,4,0,3,23,40,0,0,6,2,5.0,Light Heavyweight,,S-DEC,Rashad Evans
14071,November 17 2007,UFC 78: Validation,Thiago Silva,Houston Alexander,2,0,1,22,2,0,0,1,1,3.25,Light Heavyweight,Punches,KO/TKO,Thiago Silva
14071,November 17 2007,UFC 78: Validation,Karo Parisyan,Ryo Chonan,4,0,3,49,35,0,0,7,0,5.0,Welterweight,,U-DEC,Karo Parisyan
14071,November 17 2007,UFC 78: Validation,Ed Herman,Joe Doerksen,4,1,3,43,9,0,3,2,1,0.39,Middleweight,Punch,KO/TKO,Ed Herman
14071,November 17 2007,UFC 78: Validation,Frankie Edgar,Spencer Fisher,10,0,3,42,6,0,0,8,0,5.0,Lightweight,,U-DEC,Frankie Edgar
14071,November 17 2007,UFC 78: Validation,Thiago Alves,Chris Lytle,0,0,2,39,42,0,0,0,1,5.0,Welterweight,,KO/TKO,Thiago Alves
14071,November 17 2007,UFC 78: Validation,Joe Lauzon,Jason Reinhardt,3,0,1,5,1,1,0,1,0,1.14,Lightweight,Rear Naked Choke,SUB,Joe Lauzon
14071,November 17 2007,UFC 78: Validation,Marcus Aurelio,Luke Caudillo,1,0,1,20,6,0,0,1,0,4.29,Lightweight,Punches,KO/TKO,Marcus Aurelio
14071,November 17 2007,UFC 78: Validation,Akihiro Gono,Tamdan McCrory,3,0,2,27,31,1,0,1,0,3.19,Welterweight,Armbar,SUB,Akihiro Gono
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Roger Huerta,Clay Guida,1,7,3,31,47,3,1,0,6,0.51,Lightweight,Rear Naked Choke,SUB,Roger Huerta
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Mac Danzig,Tommy Speer,2,0,1,10,4,1,0,1,0,2.01,Welterweight,Rear Naked Choke,SUB,Mac Danzig
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Jon Koppenhaver,Jared Rollins,1,3,3,29,40,0,1,1,2,2.01,Welterweight,Punches,KO/TKO,Jon Koppenhaver
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,George Sotiropoulos,Billy Miles,1,0,1,2,0,1,0,0,0,1.36,Welterweight,Rear Naked Choke,SUB,George Sotiropoulos
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Ben Saunders,Dan Barrera,2,0,3,18,12,4,0,0,1,5.0,Welterweight,,U-DEC,Ben Saunders
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Troy Mandaloniz,Richie Hightower,0,1,1,30,20,0,0,0,1,4.2,Welterweight,Punch,KO/TKO,Troy Mandaloniz
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Matt Arroyo,John Kolosci,0,0,1,4,1,5,0,0,0,4.42,Welterweight,Armbar,SUB,Matt Arroyo
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Roman Mitichyan,Dorian Price,0,0,1,0,0,1,0,1,0,0.23,Welterweight,Ankle Lock,SUB,Roman Mitichyan
2449,December 08 2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Jonathan Goulet,Paul Georgieff,5,0,1,11,12,1,0,3,0,4.42,Welterweight,Rear Naked Choke,SUB,Jonathan Goulet
11075,December 29 2007,UFC 79: Nemesis,Georges St-Pierre,Matt Hughes,11,0,2,28,5,3,0,3,0,4.54,Welterweight,Armbar,SUB,Georges St-Pierre
11075,December 29 2007,UFC 79: Nemesis,Chuck Liddell,Wanderlei Silva,0,0,3,58,44,0,0,2,0,5.0,Light Heavyweight,,U-DEC,Chuck Liddell
11075,December 29 2007,UFC 79: Nemesis,Eddie Sanchez,Soa Palelei,0,0,3,52,21,0,0,1,1,3.24,Heavyweight,Punches,KO/TKO,Eddie Sanchez
11075,December 29 2007,UFC 79: Nemesis,Lyoto Machida,Rameau Thierry Sokoudjou,5,0,2,21,6,5,2,0,2,4.2,Light Heavyweight,Arm Triangle,SUB,Lyoto Machida
11075,December 29 2007,UFC 79: Nemesis,Rich Clementi,Melvin Guillard,3,0,1,6,5,2,0,2,1,4.4,Lightweight,Rear Naked Choke,SUB,Rich Clementi
11075,December 29 2007,UFC 79: Nemesis,James Irvin,Luiz Cane,0,0,1,5,9,0,0,0,1,1.51,Light Heavyweight,,DQ,James Irvin
11075,December 29 2007,UFC 79: Nemesis,Manvel Gamburyan,Nate Mohr,0,0,1,3,2,1,0,1,0,1.31,Lightweight,Ankle Lock,SUB,Manvel Gamburyan
11075,December 29 2007,UFC 79: Nemesis,Dean Lister,Jordan Radev,2,0,3,31,20,0,0,2,0,5.0,Middleweight,,U-DEC,Dean Lister
11075,December 29 2007,UFC 79: Nemesis,Roan Carneiro,Tony DeSouza,2,1,2,24,9,2,1,3,0,3.33,Welterweight,Punches,KO/TKO,Roan Carneiro
11075,December 29 2007,UFC 79: Nemesis,Mark Bocek,Doug Evans,7,0,3,26,22,0,1,7,1,5.0,Lightweight,,U-DEC,Mark Bocek
8214,January 19 2008,UFC 80: Rapid Fire,BJ Penn,Joe Stevenson,5,0,2,41,17,1,0,0,0,4.02,Lightweight,Rear Naked Choke,SUB,BJ Penn
8214,January 19 2008,UFC 80: Rapid Fire,Fabricio Werdum,Gabriel Gonzaga,1,1,2,46,19,0,0,0,3,4.34,Heavyweight,Punches,KO/TKO,Fabricio Werdum
8214,January 19 2008,UFC 80: Rapid Fire,Marcus Davis,Jess Liaudin,0,0,1,5,4,0,0,0,0,1.04,Welterweight,Punch,KO/TKO,Marcus Davis
8214,January 19 2008,UFC 80: Rapid Fire,Wilson Gouveia,Jason Lambert,0,2,2,5,27,4,0,0,1,0.37,Light Heavyweight,Punch,KO/TKO,Wilson Gouveia
