event_attendance,event_date,event_name,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,winner
13485,April 26 2014,UFC 172: Jones vs Teixeira,Anthony Johnson,Phil Davis,0,0,3,45,21,0,0,0,0,5.0,Light Heavyweight,,U-DEC,Anthony Johnson
13485,April 26 2014,UFC 172: Jones vs Teixeira,Luke Rockhold,Tim Boetsch,0,0,1,4,1,2,0,0,0,2.08,Middleweight,Kimura,SUB,Luke Rockhold
13485,April 26 2014,UFC 172: Jones vs Teixeira,Jim Miller,Yancy Medeiros,0,0,1,5,9,1,0,0,0,3.18,Lightweight,Guillotine Choke,SUB,Jim Miller
13485,April 26 2014,UFC 172: Jones vs Teixeira,Max Holloway,Andre Fili,0,0,3,47,44,2,0,0,3,3.39,Featherweight,Guillotine Choke,SUB,Max Holloway
13485,April 26 2014,UFC 172: Jones vs Teixeira,Joseph Benavidez,Tim Elliott,3,0,1,9,16,1,0,0,3,4.08,Flyweight,Guillotine Choke,SUB,Joseph Benavidez
13485,April 26 2014,UFC 172: Jones vs Teixeira,Takanori Gomi,Isaac Vallie-Flagg,2,0,3,130,107,0,0,0,1,5.0,Lightweight,,U-DEC,Takanori Gomi
13485,April 26 2014,UFC 172: Jones vs Teixeira,Bethe Correia,Jessamyn Duke,1,0,3,91,54,0,0,0,1,5.0,Women's Bantamweight,,U-DEC,Bethe Correia
13485,April 26 2014,UFC 172: Jones vs Teixeira,Danny Castillo,Charlie Brenneman,1,2,2,16,13,0,0,0,2,0.21,Lightweight,Punch,KO/TKO,Danny Castillo
13485,April 26 2014,UFC 172: Jones vs Teixeira,Chris Beal,Patrick Williams,0,1,2,19,14,0,0,0,2,1.51,Bantamweight,Flying Knee,KO/TKO,Chris Beal
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Matt Brown,Erick Silva,2,1,3,118,25,4,1,5,0,2.11,Welterweight,Punches,KO/TKO,Matt Brown
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Costas Philippou,Lorenz Larkin,0,0,1,15,16,0,0,0,0,3.47,Middleweight,Punch,KO/TKO,Costas Philippou
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Daron Cruickshank,Erik Koch,0,0,1,24,6,0,0,0,0,3.21,Lightweight,Kick,KO/TKO,Daron Cruickshank
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Neil Magny,Tim Means,4,0,3,29,30,0,1,4,3,5.0,Welterweight,,U-DEC,Neil Magny
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Soa Palelei,Ruan Potts,3,0,1,5,0,0,2,1,0,2.2,Heavyweight,Punch,KO/TKO,Soa Palelei
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Chris Cariaso,Louis Smolka,1,1,3,64,42,4,0,2,1,5.0,Flyweight,,S-DEC,Chris Cariaso
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Ed Herman,Rafael Natal,0,0,3,51,35,0,0,1,1,5.0,Middleweight,,U-DEC,Ed Herman
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Kyoji Horiguchi,Darrell Montague,0,0,3,65,26,0,2,2,1,5.0,Flyweight,,U-DEC,Kyoji Horiguchi
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Zak Cummings,Yan Cabral,3,4,3,28,23,1,2,3,1,5.0,Welterweight,,U-DEC,Zak Cummings
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Johnny Eduardo,Eddie Wineland,0,0,1,11,6,0,0,0,0,4.37,Bantamweight,Punch,KO/TKO,Johnny Eduardo
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Nik Lentz,Manvel Gamburyan,1,0,3,52,28,0,1,4,1,5.0,Featherweight,,U-DEC,Nik Lentz
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Justin Salas,Ben Wall,0,0,1,20,4,0,0,0,0,2.41,Lightweight,Punch,KO/TKO,Justin Salas
6143,May 10 2014,UFC Fight Night: Brown vs Silva,Albert Tumenov,Anthony Lapsley,0,0,1,6,2,0,0,0,0,3.56,Welterweight,Punch,KO/TKO,Albert Tumenov
11036,May 24 2014,UFC 173: Barao vs Dillashaw,TJ Dillashaw,Renan Barao,2,0,5,140,64,2,0,0,0,2.26,Bantamweight,Punches,KO/TKO,TJ Dillashaw
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Daniel Cormier,Dan Henderson,11,0,3,50,6,2,0,3,0,3.53,Light Heavyweight,Rear Naked Choke,SUB,Daniel Cormier
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Robbie Lawler,Jake Ellenberger,0,0,3,68,29,0,0,0,2,3.06,Welterweight,Knee,KO/TKO,Robbie Lawler
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Takeya Mizugaki,Francisco Rivera,3,0,3,35,41,0,1,0,3,5.0,Bantamweight,,U-DEC,Takeya Mizugaki
11036,May 24 2014,UFC 173: Barao vs Dillashaw,James Krause,Jamie Varner,1,1,1,22,7,0,0,0,1,5.0,Lightweight,,KO/TKO,James Krause
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Michael Chiesa,Francisco Trinaldo,3,0,3,19,13,0,1,2,0,5.0,Lightweight,,U-DEC,Michael Chiesa
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Tony Ferguson,Katsunori Kikuno,1,0,1,38,22,1,0,1,0,4.06,Lightweight,Punch,KO/TKO,Tony Ferguson
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Chris Holdsworth,Chico Camus,13,0,3,26,25,2,0,4,0,5.0,Bantamweight,,U-DEC,Chris Holdsworth
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Mitch Clarke,Al Iaquinta,0,6,2,8,13,1,2,0,1,0.57,Lightweight,D'Arce Choke,SUB,Mitch Clarke
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Vinc Pichel,Anthony Njokuani,8,0,3,57,24,0,0,8,0,5.0,Lightweight,,U-DEC,Vinc Pichel
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Sam Sicilia,Aaron Phillips,7,1,3,37,18,1,1,5,0,5.0,Featherweight,,U-DEC,Sam Sicilia
11036,May 24 2014,UFC 173: Barao vs Dillashaw,Li Jingliang,David Michaud,3,2,3,61,41,0,2,2,3,5.0,Welterweight,,S-DEC,Li Jingliang
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Gegard Mousasi,Mark Munoz,3,0,1,18,3,2,0,0,0,3.57,Middleweight,Rear Naked Choke,SUB,Gegard Mousasi
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,CB Dollaway,Francis Carmont,7,0,3,44,29,0,1,3,1,5.0,Middleweight,,U-DEC,CB Dollaway
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Sean Strickland,Luke Barnatt,0,0,3,48,44,0,0,1,0,5.0,Middleweight,,S-DEC,Sean Strickland
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Niklas Backstrom,Tom Niinimaki,0,2,1,5,7,2,0,0,2,4.15,Featherweight,Rear Naked Choke,SUB,Niklas Backstrom
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Nick Hein,Drew Dober,2,1,3,50,49,0,0,2,0,5.0,Lightweight,,U-DEC,Nick Hein
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Magnus Cedenblad,Krzysztof Jotko,4,3,2,17,15,1,0,3,0,4.59,Middleweight,Guillotine Choke,SUB,Magnus Cedenblad
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Iuri Alcantara,Vaughan Lee,0,0,1,5,4,0,0,0,0,0.25,Bantamweight,Punch,KO/TKO,Iuri Alcantara
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Peter Sobotta,Pawel Pawlak,5,0,3,47,21,0,0,3,0,5.0,Welterweight,,U-DEC,Peter Sobotta
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Maximo Blanco,Andy Ogle,1,2,3,60,44,0,0,1,1,5.0,Featherweight,,U-DEC,Maximo Blanco
8000,May 31 2014,UFC Fight Night: Munoz vs Mousasi,Ruslan Magomedov,Viktor Pesta,0,1,3,47,26,0,0,0,1,5.0,Heavyweight,,U-DEC,Ruslan Magomedov
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Stipe Miocic,Fabio Maldonado,0,0,1,8,2,0,0,0,0,0.35,Heavyweight,Punch,KO/TKO,Stipe Miocic
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Antonio Carlos Junior,Vitor Miranda,6,0,3,19,21,1,0,5,0,5.0,Heavyweight,,U-DEC,Antonio Carlos Junior
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Warlley Alves,Marcio Alexandre Junior,3,0,3,19,8,1,0,2,0,0.25,Middleweight,Guillotine Choke,SUB,Warlley Alves
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Demian Maia,Alexander Yakovlev,5,1,3,29,22,0,0,2,1,5.0,Welterweight,,U-DEC,Demian Maia
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Robert Peralta,Rony Jason,0,1,3,51,30,0,1,1,2,5.0,Featherweight,,S-DEC,Robert Peralta
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Rashid Magomedov,Rodrigo Damm,0,0,3,63,37,0,0,0,0,5.0,Lightweight,,U-DEC,Rashid Magomedov
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Elias Silverio,Ernest Chavez,1,0,3,65,54,1,0,1,0,4.21,Lightweight,Rear Naked Choke,SUB,Elias Silverio
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Gasan Umalatov,Paulo Thiago,1,0,3,24,42,0,0,1,1,5.0,Welterweight,,U-DEC,Gasan Umalatov
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Kevin Souza,Mark Eddiva,0,0,2,79,54,0,0,0,0,4.52,Featherweight,Punches,KO/TKO,Kevin Souza
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Ricardo Abreu,Wagner Silva,3,0,2,33,17,1,0,0,0,1.06,Middleweight,Rear Naked Choke,SUB,Ricardo Abreu
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Marcos Rogerio de Lima,Richardson Moreira,0,0,1,7,3,0,0,0,0,0.2,Heavyweight,Punch,KO/TKO,Marcos Rogerio de Lima
8986,May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Pedro Munhoz,Matt Hobar,0,0,1,24,7,1,0,2,0,2.47,Bantamweight,Punches,KO/TKO,Pedro Munhoz
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Benson Henderson,Rustam Khabilov,3,0,4,26,18,2,0,1,6,1.16,Lightweight,Rear Naked Choke,SUB,Benson Henderson
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Diego Sanchez,Ross Pearson,0,0,3,33,51,0,0,0,1,5.0,Lightweight,,S-DEC,Diego Sanchez
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,John Dodson,John Moraga,0,0,2,27,8,0,0,1,0,5.0,Flyweight,,KO/TKO,John Dodson
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Rafael Dos Anjos,Jason High,2,0,2,36,24,3,0,2,3,3.36,Lightweight,Punch,KO/TKO,Rafael Dos Anjos
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Piotr Hallmann,Yves Edwards,4,0,3,56,27,1,0,4,1,2.31,Lightweight,Rear Naked Choke,SUB,Piotr Hallmann
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Bryan Caraway,Erik Perez,4,0,2,7,10,2,0,2,1,1.52,Bantamweight,Rear Naked Choke,SUB,Bryan Caraway
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Sergio Pettis,Yaotzin Meza,0,0,3,54,43,0,0,0,1,5.0,Bantamweight,,U-DEC,Sergio Pettis
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Lance Benoist,Bobby Voelker,6,0,3,56,37,0,0,2,0,5.0,Welterweight,,U-DEC,Lance Benoist
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Scott Jorgensen,Danny Martinez,7,0,3,40,47,0,0,10,0,5.0,Flyweight,,U-DEC,Scott Jorgensen
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Jon Tuck,Jake Lindsey,9,0,3,46,49,0,0,3,0,2.47,Lightweight,Kick,KO/TKO,Jon Tuck
8775,June 07 2014,UFC Fight Night: Henderson vs Khabilov,Patrick Cummins,Roger Narvaez,0,0,2,32,3,1,0,3,0,2.28,Light Heavyweight,Punches,KO/TKO,Patrick Cummins
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Demetrious Johnson,Ali Bagautinov,0,0,5,133,36,0,0,0,2,5.0,Flyweight,,U-DEC,Demetrious Johnson
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Rory MacDonald,Tyron Woodley,1,0,3,49,26,0,0,1,0,5.0,Welterweight,,U-DEC,Rory MacDonald
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Ryan Bader,Rafael Feijao,2,0,3,53,10,0,0,7,0,5.0,Light Heavyweight,,U-DEC,Ryan Bader
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Andrei Arlovski,Brendan Schaub,0,0,3,12,30,0,0,0,1,5.0,Heavyweight,,S-DEC,Andrei Arlovski
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Ovince Saint Preux,Ryan Jimmo,3,0,2,14,15,1,0,2,0,2.1,Light Heavyweight,,KO/TKO,Ovince Saint Preux
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Kiichi Kunimoto,Daniel Sarafian,3,0,1,5,3,1,1,1,0,2.52,Welterweight,Rear Naked Choke,SUB,Kiichi Kunimoto
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Valerie Letourneau,Elizabeth Phillips,0,0,3,104,67,0,0,0,0,5.0,Women's Bantamweight,,S-DEC,Valerie Letourneau
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Yves Jabouin,Mike Easton,2,3,3,60,42,0,0,5,0,5.0,Bantamweight,,U-DEC,Yves Jabouin
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Tae Hyun Bang,Kajan Johnson,2,3,3,34,29,0,0,0,4,2.01,Lightweight,Punch,KO/TKO,Tae Hyun Bang
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Michinori Tanaka,Roland Delorme,4,3,3,21,2,1,0,3,1,5.0,Bantamweight,,U-DEC,Michinori Tanaka
13506,June 14 2014,UFC 174: Johnson vs Bagautinov,Jason Saggo,Josh Shockley,9,0,1,10,6,0,1,2,0,4.57,Lightweight,Punches,KO/TKO,Jason Saggo
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Nate Marquardt,James Te Huna,2,0,1,17,6,1,0,2,0,4.34,Middleweight,Armbar,SUB,Nate Marquardt
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Jared Rosholt,Soa Palelei,2,1,3,43,11,0,0,1,0,5.0,Heavyweight,,U-DEC,Jared Rosholt
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Charles Oliveira,Hatsu Hioki,0,6,2,24,11,2,0,3,3,4.32,Featherweight,Anaconda Choke,SUB,Charles Oliveira
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Robert Whittaker,Mike Rhodes,1,0,3,66,47,0,0,1,0,5.0,Welterweight,,U-DEC,Robert Whittaker
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Jake Matthews,Dashon Johnson,4,0,3,60,11,1,1,4,0,3.16,Lightweight,Triangle Choke,SUB,Jake Matthews
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Richie Vaculik,Roldan Sangcha-an,7,1,3,27,36,2,0,4,1,5.0,Flyweight,,U-DEC,Richie Vaculik
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Vik Grujic,Chris Indich,2,0,1,15,14,0,0,1,1,4.55,Welterweight,Punch,KO/TKO,Vik Grujic
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Neil Magny,Rodrigo de Lima,0,3,2,30,5,0,2,2,1,2.32,Welterweight,Punch,KO/TKO,Neil Magny
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Dan Hooker,Ian Entwistle,0,0,1,12,1,0,3,0,0,3.34,Featherweight,Elbows,KO/TKO,Dan Hooker
8089,June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Gian Villante,Sean O'Connell,0,0,3,93,109,0,2,0,0,5.0,Light Heavyweight,,S-DEC,Gian Villante
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Cub Swanson,Jeremy Stephens,0,0,5,87,65,0,0,0,2,5.0,Featherweight,,U-DEC,Cub Swanson
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Kelvin Gastelum,Nico Musoke,0,1,3,67,36,0,0,0,2,5.0,Welterweight,,U-DEC,Kelvin Gastelum
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Cezar Ferreira,Andrew Craig,1,0,3,20,16,0,0,2,0,5.0,Middleweight,,U-DEC,Cezar Ferreira
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Ricardo Lamas,Hacran Dias,2,0,3,33,31,1,0,2,2,5.0,Featherweight,,U-DEC,Ricardo Lamas
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Clint Hester,Antonio Braga Neto,0,7,3,40,16,0,0,1,3,5.0,Middleweight,,S-DEC,Clint Hester
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Joe Ellenberger,James Moontasri,1,1,3,22,35,2,0,3,0,5.0,Lightweight,,S-DEC,Joe Ellenberger
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Diego Ferreira,Colton Smith,1,0,1,7,2,1,0,1,0,0.38,Lightweight,Rear Naked Choke,SUB,Diego Ferreira
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Cody Gibson,Johnny Bedford,0,0,1,3,7,0,0,0,0,0.38,Bantamweight,Punch,KO/TKO,Cody Gibson
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Marcelo Guimaraes,Andy Enz,0,0,3,78,42,0,0,3,0,5.0,Middleweight,,S-DEC,Marcelo Guimaraes
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Ray Borg,Shane Howell,2,0,1,2,0,2,0,1,0,2.17,Flyweight,Rear Naked Choke,SUB,Ray Borg
9227,June 28 2014,UFC Fight Night: Swanson vs Stephens,Aleksei Oleinik,Anthony Hamilton,1,0,1,10,6,1,0,1,0,2.18,Heavyweight,Neck Crank,SUB,Aleksei Oleinik
10088,July 05 2014,UFC 175: Weidman vs Machida,Chris Weidman,Lyoto Machida,2,0,5,65,58,0,0,5,0,5.0,Middleweight,,U-DEC,Chris Weidman
10088,July 05 2014,UFC 175: Weidman vs Machida,Ronda Rousey,Alexis Davis,1,0,1,14,2,0,0,1,0,0.16,Women's Bantamweight,Punches,KO/TKO,Ronda Rousey
10088,July 05 2014,UFC 175: Weidman vs Machida,Uriah Hall,Thiago Santos,0,0,3,42,44,1,0,1,0,5.0,Middleweight,,U-DEC,Uriah Hall
10088,July 05 2014,UFC 175: Weidman vs Machida,Russell Doane,Marcus Brimage,2,0,3,24,27,0,0,3,2,5.0,Bantamweight,,S-DEC,Russell Doane
10088,July 05 2014,UFC 175: Weidman vs Machida,Urijah Faber,Alex Caceres,1,0,3,20,20,1,0,5,0,1.09,Bantamweight,Rear Naked Choke,SUB,Urijah Faber
10088,July 05 2014,UFC 175: Weidman vs Machida,Kenny Robertson,Ildemar Alcantara,3,0,3,70,22,2,0,3,1,5.0,Welterweight,,U-DEC,Kenny Robertson
10088,July 05 2014,UFC 175: Weidman vs Machida,Bruno Santos,Chris Camozzi,7,0,3,25,42,0,1,4,0,5.0,Middleweight,,S-DEC,Bruno Santos
10088,July 05 2014,UFC 175: Weidman vs Machida,Rob Font,George Roop,0,0,1,12,10,0,0,0,0,2.19,Bantamweight,Punch,KO/TKO,Rob Font
10088,July 05 2014,UFC 175: Weidman vs Machida,Luke Zachrich,Guilherme Vasconcelos,0,0,3,66,49,0,0,1,0,5.0,Middleweight,,U-DEC,Luke Zachrich
10088,July 05 2014,UFC 175: Weidman vs Machida,Kevin Casey,Bubba Bush,1,0,1,15,2,0,0,0,0,1.01,Middleweight,Elbows,Overturned,Kevin Casey
6500,July 06 2014,The Ultimate Fighter 19 Finale,Frankie Edgar,BJ Penn,3,0,3,90,13,0,0,3,0,4.16,Featherweight,Punches,KO/TKO,Frankie Edgar
6500,July 06 2014,The Ultimate Fighter 19 Finale,Corey Anderson,Matt Van Buren,0,0,1,24,2,0,0,2,0,1.01,Light Heavyweight,Punches,KO/TKO,Corey Anderson
6500,July 06 2014,The Ultimate Fighter 19 Finale,Eddie Gordon,Dhiego Lima,0,0,1,22,5,0,0,0,0,1.11,Middleweight,Punches,KO/TKO,Eddie Gordon
6500,July 06 2014,The Ultimate Fighter 19 Finale,Derrick Lewis,Guto Inocente,0,0,1,6,6,0,0,1,0,3.3,Heavyweight,Punches,KO/TKO,Derrick Lewis
6500,July 06 2014,The Ultimate Fighter 19 Finale,Dustin Ortiz,Justin Scoggins,3,1,3,39,24,0,3,2,5,5.0,Flyweight,,S-DEC,Dustin Ortiz
6500,July 06 2014,The Ultimate Fighter 19 Finale,Kevin Lee,Jesse Ronson,3,0,3,49,48,0,1,4,1,5.0,Lightweight,,S-DEC,Kevin Lee
6500,July 06 2014,The Ultimate Fighter 19 Finale,Leandro Issa,Jumabieke Tuerxun,5,0,3,44,33,3,0,2,0,3.49,Bantamweight,Armbar,SUB,Leandro Issa
6500,July 06 2014,The Ultimate Fighter 19 Finale,Adriano Martins,Juan Puig,0,0,1,9,13,0,0,0,0,2.21,Lightweight,Punch,KO/TKO,Adriano Martins
6500,July 06 2014,The Ultimate Fighter 19 Finale,Patrick Walsh,Daniel Spohn,7,2,3,11,24,3,2,5,0,5.0,Light Heavyweight,,U-DEC,Patrick Walsh
6500,July 06 2014,The Ultimate Fighter 19 Finale,Sarah Moras,Alexis Dufresne,0,7,3,15,12,0,0,1,3,5.0,Catch Weight,,U-DEC,Sarah Moras
6500,July 06 2014,The Ultimate Fighter 19 Finale,Robert Drysdale,Keith Berish,1,0,1,0,0,3,0,1,0,2.03,Light Heavyweight,,Overturned,Robert Drysdale
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Donald Cerrone,Jim Miller,0,0,2,37,30,0,0,0,1,3.31,Lightweight,Kick,KO/TKO,Donald Cerrone
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Edson Barboza,Evan Dunham,0,0,1,10,10,0,0,0,0,3.06,Lightweight,Kick,KO/TKO,Edson Barboza
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Rick Story,Leonardo Mafra,8,0,2,24,11,1,0,3,0,2.12,Welterweight,Arm Triangle,SUB,Rick Story
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Joe Proctor,Justin Salas,0,0,2,25,35,0,0,0,0,3.27,Lightweight,Punch,KO/TKO,Joe Proctor
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,John Lineker,Alptekin Ozkilic,0,1,3,133,88,0,0,2,1,4.51,Flyweight,Punch,KO/TKO,John Lineker
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Lucas Martins,Alex White,0,0,3,53,42,0,0,0,0,2.08,Featherweight,Punch,KO/TKO,Lucas Martins
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Gleison Tibau,Pat Healy,2,0,3,44,54,0,0,4,0,5.0,Lightweight,,U-DEC,Gleison Tibau
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Leslie Smith,Jessamyn Duke,0,0,1,36,16,0,0,0,0,2.24,Women's Bantamweight,Punch,KO/TKO,Leslie Smith
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Aljamain Sterling,Hugo Viana,5,0,3,62,15,0,0,4,0,3.5,Bantamweight,Punches,KO/TKO,Aljamain Sterling
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Yosdenis Cedeno,Jerrod Sanders,1,0,1,13,2,0,0,0,0,5.0,Lightweight,,KO/TKO,Yosdenis Cedeno
4115,July 16 2014,UFC Fight Night: Cerrone vs Miller,Claudia Gadelha,Tina Lahdemaki,5,0,3,70,29,2,0,5,0,5.0,Women's Strawweight,,U-DEC,Claudia Gadelha
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Conor McGregor,Diego Brandao,1,0,1,18,9,0,1,1,0,4.05,Featherweight,Punch,KO/TKO,Conor McGregor
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Gunnar Nelson,Zak Cummings,1,0,2,13,18,1,0,1,0,4.48,Welterweight,Rear Naked Choke,SUB,Gunnar Nelson
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Ian McCall,Brad Pickett,4,0,3,56,22,0,0,3,0,5.0,Flyweight,,U-DEC,Ian McCall
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Norman Parke,Naoyuki Kotani,2,0,2,34,8,0,0,2,0,3.41,Lightweight,Punches,KO/TKO,Norman Parke
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Ilir Latifi,Chris Dempsey,0,0,1,16,1,0,0,1,0,2.07,Light Heavyweight,Punch,KO/TKO,Ilir Latifi
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Neil Seery,Phil Harris,1,0,3,60,40,0,0,2,2,5.0,Flyweight,,U-DEC,Neil Seery
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Cathal Pendred,Mike King,1,3,2,11,38,1,2,3,1,3.33,Middleweight,Rear Naked Choke,SUB,Cathal Pendred
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Trevor Smith,Tor Troeng,6,2,3,42,26,2,0,2,1,5.0,Middleweight,,U-DEC,Trevor Smith
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Nikita Krylov,Cody Donovan,2,2,1,42,21,0,2,0,1,4.57,Light Heavyweight,Punches,KO/TKO,Nikita Krylov
9500,July 19 2014,UFC Fight Night: McGregor vs Brandao,Paddy Holohan,Joshua Sampo,2,0,1,10,3,1,1,0,0,3.06,Flyweight,Rear Naked Choke,SUB,Paddy Holohan
11482,July 26 2014,UFC on Fox: Lawler vs Brown,Robbie Lawler,Matt Brown,2,0,5,80,82,0,0,2,2,5.0,Welterweight,,U-DEC,Robbie Lawler
11482,July 26 2014,UFC on Fox: Lawler vs Brown,Anthony Johnson,Rogerio Nogueira,0,0,1,8,0,0,0,0,0,0.44,Light Heavyweight,Punch,KO/TKO,Anthony Johnson
11482,July 26 2014,UFC on Fox: Lawler vs Brown,Dennis Bermudez,Clay Guida,2,0,2,47,28,1,0,2,0,2.57,Featherweight,Rear Naked Choke,SUB,Dennis Bermudez
11482,July 26 2014,UFC on Fox: Lawler vs Brown,Bobby Green,Josh Thomson,0,0,3,59,45,0,0,0,0,5.0,Lightweight,,S-DEC,Bobby Green
11482,July 26 2014,UFC on Fox: Lawler vs Brown,Jorge Masvidal,Daron Cruickshank,2,1,3,51,19,2,1,2,2,5.0,Lightweight,,U-DEC,Jorge Masvidal
11482,July 26 2014,UFC on Fox: Lawler vs Brown,Patrick Cummins,Kyle Kingsbury,8,0,3,73,22,0,0,10,0,5.0,Light Heavyweight,,U-DEC,Patrick Cummins
11482,July 26 2014,UFC on Fox: Lawler vs Brown,Tim Means,Hernani Perpetuo,0,0,3,85,61,0,0,1,0,5.0,Welterweight,,U-DEC,Tim Means
