date_of_birth,fighter_name,fighter_record,height,reach,sapm,slpm,stance,strike_acc,strike_def,sub_avg,td_acc,td_avg,td_def,weight
Nov 24 1985,Mitch Clarke,Record: 11-5-0,"5' 10""",73,3.27,2.35,Orthodox,34,47.0,0.4,15,0.64,50,155
Mar 31 1976,Rich Clementi,Record: 40-20-1,"5' 9""",72,2.29,1.43,Southpaw,37,60.0,1.1,42,1.72,25,155
Aug 15 1977,John Clarke,Record: 1-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Nov 28 1987,Jessica-Rose Clark,Record: 9-5-0 (1 NC),"5' 5""",64,4.13,4.6,Orthodox,50,61.0,0.7,66,1.33,57,125
Apr 12 1990,Devin Clark,Record: 9-3-0,"6' 0""",75,3.13,3.43,Orthodox,58,40.0,0.2,44,3.14,83,205
Sep 19 1980,Heather Jo Clark,Record: 7-6-0,"5' 6""",64,5.62,3.69,,49,50.0,0.3,4,0.33,80,115
Aug 01 1985,Dominic Clark,Record: 3-1-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
--,Mychal Clark,Record: 7-12-0,"6' 3""",,2.9,5.8,Orthodox,56,59.0,0.0,0,0.0,0,224
Feb 16 1985,Logan Clark,Record: 15-5-0,"6' 2""",,1.49,2.2,Orthodox,54,53.0,2.1,100,0.31,30,185
Dec 02 1973,Laverne Clark,Record: 27-19-1,"5' 11""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,170
Feb 05 1980,Johnny Cisneros,Record: 9-6-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Feb 27 1987,Misha Cirkunov,Record: 14-5-0,"6' 3""",77,2.58,4.45,Orthodox,52,65.0,2.2,58,4.45,71,205
--,Nikolajus Cilkinas,Record: 1-6-0,--,,5.88,0.0,Orthodox,0,16.0,0.0,0,0.0,0,
Oct 03 1954,Branko Cikatic,Record: 0-2-0,"6' 1""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,215
Jun 26 1992,Hannah Cifers,Record: 9-3-0,"5' 1""",63,6.59,4.91,Orthodox,48,46.0,0.0,0,0.0,80,115
Oct 28 1979,Mike Ciesnolevicz,Record: 19-4-0 (1 NC),"6' 0""",,4.62,0.51,Orthodox,50,57.0,5.1,0,0.0,20,235
--,Steven Ciaccio,Record: 4-4-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
--,Murad Chunkaiev,Record: 8-3-0,"5' 11""",,3.41,0.85,Orthodox,16,66.0,0.0,100,8.53,0,185
Jul 30 1987,Anthony Christodoulou,Record: 12-6-0,"5' 9""",72,5.9,2.19,Orthodox,26,45.0,0.0,0,0.0,40,155
Apr 26 1972,Dan Christison,Record: 20-7-0,"6' 8""",,3.88,4.23,Orthodox,51,54.0,1.1,0,0.0,37,265
Sep 08 1990,Will Chope,Record: 19-6-0,"6' 4""",76,9.93,4.43,Switch,27,46.0,0.0,0,0.0,0,145
Nov 07 1978,Joachim Christensen,Record: 14-6-0,"6' 3""",76,3.29,3.78,Orthodox,41,46.0,0.0,0,0.0,0,205
Dec 28 1988,Katlyn Chookagian,Record: 11-2-0,"5' 9""",68,4.21,4.08,Orthodox,31,63.0,0.2,0,0.0,63,125
Oct 08 1976,Ryo Chonan,Record: 20-12-0,"5' 9""",70,2.25,2.57,Orthodox,43,60.0,0.3,41,0.61,39,170
Dec 17 1983,John Cholish,Record: 8-3-0,"5' 11""",72,2.29,2.65,Orthodox,49,73.0,0.4,31,1.82,78,155
Nov 03 1992,Seungwoo Choi,Record: 7-1-0,"6' 0""",74,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,145
Apr 10 1991,Dooho Choi,Record: 14-3-0,"5' 10""",70,6.26,5.64,Orthodox,53,54.0,0.0,20,0.55,50,145
Oct 30 1980,Hong Man Choi,Record: 2-3-0,"7' 2""",,1.46,1.32,Orthodox,26,36.0,0.0,100,0.71,84,330
Jun 27 1970,Mu Bae Choi,Record: 9-4-0,"6' 2""",,3.65,1.55,Orthodox,49,44.0,1.0,75,3.12,60,230
Mar 11 1984,Sako Chivitchian,Record: 5-1-0,"5' 11""",,4.8,2.4,,27,46.0,0.0,0,0.0,100,155
Aug 25 1988,Giga Chikadze,Record: 5-1-0,"6' 0""",72,3.46,2.68,Orthodox,58,36.0,0.0,0,0.0,55,145
Dec 07 1987,Michael Chiesa,Record: 15-4-0,"6' 1""",75,2.35,2.14,Southpaw,38,52.0,1.4,43,3.32,68,170
Jul 27 1991,Macy Chiasson,Record: 5-0-0,"5' 11""",72,3.67,5.44,,49,48.0,3.3,0,0.0,100,135
May 12 1986,Mark Cherico,Record: 11-1-0,"5' 7""",69,7.37,3.69,Orthodox,34,56.0,0.0,50,5.03,0,145
--,Ion Cherdivara,Record: 1-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Feb 07 1985,Albert Cheng,Record: 2-4-0,"5' 11""",,2.6,1.0,Orthodox,41,71.0,0.0,0,0.0,0,170
Apr 03 1986,Gabriel Checco,Record: 10-2-0,"6' 1""",,0.0,0.0,Switch,0,0.0,0.0,0,0.0,0,185
--,Emilio Chavez,Record: 12-9-0,"5' 9""",,1.53,2.73,,48,54.0,0.0,50,3.0,0,145
Jun 27 1983,Ernest Chavez,Record: 8-2-0,"5' 8""",70,3.89,2.79,Orthodox,40,59.0,0.0,33,0.89,50,145
Sep 24 1985,Dan Charles,Record: 10-6-1,"6' 2""",,3.51,2.82,,45,44.0,0.0,0,0.0,31,228
--,Joe Charles,Record: 6-13-0,"6' 1""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,260
--,Donnie Chappell,Record: 0-1-0,"5' 11""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,178
Apr 24 1986,Mike Chandler,Record: 9-4-0,"5' 8""",,3.81,4.08,,47,52.0,1.5,41,2.57,80,155
Oct 25 1978,Alex Chambers,Record: 5-5-0,"5' 3""",63,5.1,2.97,,54,50.0,1.0,41,2.31,53,115
Oct 30 1979,Ansar Chalangov,Record: 14-4-0,"5' 9""",,1.69,0.68,Orthodox,66,54.0,7.6,0,0.0,0,170
Jun 17 1993,Luan Chagas,Record: 15-3-1,"6' 0""",75,3.19,4.16,Orthodox,47,62.0,0.3,12,0.32,85,170
Dec 15 1984,Jared Chaffee,Record: 5-2-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Mar 29 1983,Donald Cerrone,Record: 35-11-0 (1 NC),"6' 1""",73,4.06,4.2,Orthodox,48,54.0,1.4,35,1.29,72,155
Jun 26 1985,Adam Cella,Record: 4-2-0,"6' 2""",78,2.61,1.91,,42,51.0,1.3,75,3.92,50,170
Feb 12 1985,Yosdenis Cedeno,Record: 10-5-1,"5' 8""",69,1.6,1.64,Orthodox,29,67.0,0.3,0,0.0,31,155
Feb 09 1987,Henry Cejudo,Record: 14-2-0,"5' 4""",64,2.6,3.56,Orthodox,43,67.0,0.1,35,2.3,88,125
Apr 10 1982,Magnus Cedenblad,Record: 14-5-0,"6' 5""",79,3.02,2.38,Orthodox,51,40.0,1.0,64,2.87,66,185
Apr 14 1980,Rafael Feijao,Record: 12-7-0 (1 NC),"6' 1""",73,3.62,2.71,Orthodox,53,49.0,0.1,40,0.6,63,205
Jul 06 1983,Gesias Cavalcante,Record: 16-5-1 (1 NC),"5' 8""",71,3.11,1.98,Orthodox,35,51.0,1.1,36,1.25,66,155
Nov 30 1980,Luke Caudillo,Record: 17-16-0,"5' 7""",,5.07,1.97,Orthodox,28,55.0,0.0,20,0.44,85,155
Sep 01 1981,Nick Catone,Record: 10-4-0,"6' 0""",72,2.32,2.11,Southpaw,44,63.0,0.5,44,3.71,83,185
--,Tim Catalfo,Record: 4-2-0,"5' 11""",,0.77,0.39,Orthodox,100,33.0,0.0,0,0.0,0,235
May 05 1982,Jenna Castillo,Record: 1-0-0,"5' 2""",,2.01,3.24,,56,57.0,0.0,100,1.68,100,125
--,Raul Castillo,Record: 6-1-0,"5' 11""",,3.27,1.47,Orthodox,48,60.0,0.0,0,0.0,0,185
Aug 25 1979,Danny Castillo,Record: 17-10-0,"5' 9""",71,1.96,2.57,Orthodox,42,62.0,0.2,38,2.95,63,155
Oct 21 1965,Gil Castillo,Record: 8-5-0,"5' 9""",,2.22,0.6,Southpaw,45,44.0,0.0,45,3.33,50,170
--,Eric Castile,Record: 3-2-0,"5' 8""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Dec 18 1991,John Castaneda,Record: 13-2-0,"5' 7""",70,1.87,3.2,Switch,46,71.0,0.0,28,2.0,66,135
Jan 19 1988,Joe Cason,Record: 8-1-0,"6' 3""",,10.83,4.17,,55,23.0,0.0,0,0.0,0,205
--,Dwayne Cason,Record: 1-1-0,"5' 10""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,212
Jun 10 1980,Bendy Casimir,Record: 19-11-2,"5' 5""",,3.42,0.74,Southpaw,27,54.0,0.0,0,0.0,100,145
--,Brandon Cash,Record: 5-3-0,"6' 5""",,0.68,5.42,Orthodox,72,33.0,0.0,66,10.17,0,255
May 05 1987,Cortney Casey,Record: 8-7-0,"5' 7""",67,4.73,4.8,Orthodox,38,53.0,0.5,30,0.35,38,115
Jun 15 1981,Kevin Casey,Record: 9-5-1 (2 NC),"5' 11""",77,3.76,2.27,Southpaw,53,46.0,0.4,22,0.79,27,185
Jun 28 1989,Johnny Case,Record: 22-6-0,"5' 10""",72,2.66,3.95,Orthodox,38,61.0,0.0,45,1.7,72,155
Jan 04 1975,Shane Carwin,Record: 12-2-0,"6' 2""",80,3.53,4.38,Orthodox,47,53.0,0.0,33,1.42,42,265
Jul 27 1986,Rafael Carvalho,Record: 14-1-0,"6' 3""",,1.84,1.94,,50,54.0,0.0,40,2.77,70,185
May 30 1979,Antonio Carvalho,Record: 15-6-0,"5' 9""",68,3.62,3.03,Orthodox,29,64.0,0.0,0,0.0,100,145
Jun 07 1982,Bruno Carvalho,Record: 6-2-0,"5' 8""",,0.93,0.6,,45,53.0,4.0,0,0.0,66,154
May 03 1972,Shonie Carter,Record: 50-27-7 (1 NC),"5' 10""",,2.32,1.62,Southpaw,36,47.0,0.0,66,0.75,75,170
--,Scott Carson,Record: 4-2-0,"6' 2""",,6.22,0.62,,66,23.0,0.0,0,0.0,0,215
--,Jonny Carson,Record: 9-5-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
--,Roger Carroll,Record: 16-14-0,"5' 10""",,10.48,7.62,,61,43.0,0.0,0,0.0,100,170
Jul 22 1986,Cain Carrizosa,Record: 6-2-0,"5' 8""",74,5.8,2.72,Orthodox,42,51.0,0.0,0,0.0,14,155
--,Cody Carrillo,Record: 11-16-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
--,Gabriel Carrasco,Record: 7-0-0,"5' 6""",,1.53,4.15,,37,80.0,0.0,0,0.0,100,135
Jul 24 1987,Tim Caron,Record: 9-1-0 (1 NC),"6' 1""",,6.9,0.59,Orthodox,50,12.0,0.0,0,0.0,0,185
Jun 11 1993,Luana Carolina,Record: 4-1-0,"5' 7""",69,3.07,5.67,Orthodox,55,36.0,1.0,0,0.0,100,135
May 21 1989,Renato Moicano,Record: 13-2-1,"5' 11""",72,3.53,5.6,Orthodox,46,67.0,0.4,54,1.18,76,145
Jun 02 1978,Roan Carneiro,Record: 21-11-0,"5' 11""",74,1.82,1.46,Orthodox,46,62.0,1.4,42,3.05,83,170
Feb 19 1984,Liz Carmouche,Record: 13-6-0,"5' 6""",66,2.63,3.09,Orthodox,56,61.0,0.4,55,2.95,67,125
Oct 11 1981,Francis Carmont,Record: 23-10-0,"6' 3""",78,1.64,2.22,Orthodox,42,59.0,0.6,36,1.79,73,205
Mar 16 1990,Antonio Carlos Junior,Record: 11-2-0 (1 NC),"6' 2""",79,1.85,2.11,Orthodox,46,54.0,1.1,46,3.75,57,185
--,Don Carlo-Clauss,Record: 7-5-0,--,,7.68,1.44,,30,43.0,0.0,0,0.0,66,170
--,Rafael Carino,Record: 2-1-1,"6' 8""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,245
--,Ronald Carillo,Record: 2-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,125
May 27 1981,Chris Cariaso,Record: 17-8-0,"5' 3""",63,2.23,3.35,Southpaw,43,61.0,0.8,39,1.11,57,125
--,Edgar Cardenas,Record: 3-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Jul 09 1976,Phil Cardella,Record: 8-5-0,"5' 11""",,2.0,2.47,,50,57.0,2.5,0,0.0,11,155
--,Remo Cardarelli,Record: 7-5-0,--,,1.47,2.27,,47,59.0,0.0,0,0.0,100,135
Aug 04 1984,Bryan Caraway,Record: 21-10-0,"5' 8""",68,3.61,2.53,Orthodox,34,54.0,0.8,25,2.57,80,135
May 25 1977,Dos Caras Jr.,Record: 9-5-0,"6' 4""",,1.2,0.77,Orthodox,23,59.0,0.0,0,0.0,72,225
Apr 16 1982,Gina Carano,Record: 7-1-0,"5' 8""",,2.66,4.5,Orthodox,47,64.0,1.6,66,1.24,85,145
--,Frank Caracci,Record: 2-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Dec 08 1986,Steve Cantwell,Record: 7-6-0,"6' 2""",75,5.76,3.63,Orthodox,34,55.0,0.7,30,0.65,80,185
Feb 08 1969,Bo Cantrell,Record: 10-10-0,"6' 2""",,12.63,3.16,Orthodox,16,0.0,0.0,0,0.0,0,235
--,Cody Canterbury,Record: 1-10-0,"5' 8""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Jul 02 1964,Jose Canseco,Record: 0-1-0,"6' 4""",,4.68,0.78,Orthodox,10,62.0,0.0,0,0.0,0,240
Mar 16 1984,Jared Cannonier,Record: 11-4-0,"5' 11""",77,2.83,3.63,Switch,50,67.0,0.0,33,0.21,44,185
Dec 19 1979,Guido Cannetti,Record: 8-5-0,"5' 6""",68,1.95,2.8,Southpaw,52,51.0,0.3,50,2.8,75,135
Apr 24 1981,Luiz Cane,Record: 12-5-0 (1 NC),"6' 2""",77,5.0,4.79,Southpaw,41,60.0,0.3,28,0.56,100,185
Apr 24 1989,Ronaldo Candido,Record: 6-0-0,"5' 6""",,3.87,1.67,Southpaw,42,52.0,5.0,53,8.0,0,125
--,Asbel Cancio,Record: 0-1-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,225
Jun 04 1991,Carlos Candelario,Record: 6-0-0,"5' 8""",67,1.67,3.87,Southpaw,47,57.0,0.0,0,0.0,46,125
Jan 26 1985,Chico Camus,Record: 14-7-0 (1 NC),"5' 6""",66,2.46,2.58,Orthodox,41,64.0,0.4,40,0.77,72,125
Apr 01 1988,Derek Campos,Record: 19-6-0,"5' 9""",,10.34,2.41,,23,44.0,0.0,0,0.0,0,155
May 27 1986,Will Campuzano,Record: 13-6-0,"5' 9""",70,3.82,2.43,Orthodox,31,57.0,0.2,45,0.88,48,125
Jul 31 1981,Wagner Campos,Record: 11-4-0,"5' 6""",,2.53,1.54,Southpaw,41,51.0,0.0,100,2.71,0,145
--,John Campetella,Record: 0-1-0,"5' 9""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,235
Jan 21 1987,Shane Campbell,Record: 12-6-0,"6' 0""",71,3.19,3.99,Orthodox,59,55.0,0.0,28,1.36,82,155
--,Thomas Campbell,Record: 2-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
--,Mike Campbell,Record: 9-4-0,"5' 9""",,1.4,1.4,Southpaw,26,63.0,0.0,100,5.26,0,155
Jun 24 1991,Brian Camozzi,Record: 7-5-0,"6' 2""",78,6.39,3.15,Orthodox,26,54.0,0.7,0,0.0,0,170
Nov 20 1986,Chris Camozzi,Record: 24-13-0,"6' 2""",76,2.96,3.57,Orthodox,44,56.0,0.5,19,0.27,57,185
Dec 23 1978,Fabricio Camoes,Record: 14-9-1,"5' 10""",73,1.85,1.29,Orthodox,33,61.0,1.5,32,2.34,20,155
May 18 1989,Frank Camacho,Record: 21-7-0,"5' 10""",73,7.82,6.23,Orthodox,45,52.0,0.0,45,1.46,80,170
Mar 10 1972,Joe Camacho,Record: 13-16-3,"5' 9""",,5.0,0.31,Orthodox,17,42.0,0.0,0,0.0,0,155
Jul 13 1987,Cynthia Calvillo,Record: 8-1-0,"5' 4""",64,3.5,3.87,Orthodox,39,64.0,2.0,36,1.57,69,115
Dec 19 1987,Darrion Caldwell,Record: 10-1-0,"5' 10""",,0.57,0.85,,34,60.0,0.8,66,3.41,100,135
Dec 23 1985,Joanne Calderwood,Record: 13-3-0,"5' 6""",65,4.14,5.86,Orthodox,50,49.0,0.7,52,1.61,53,125
--,Travis Calanoc,Record: 5-1-0,"5' 8""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,145
Aug 19 1988,Priscila Cachoeira,Record: 8-2-0,"5' 7""",65,8.27,3.15,Orthodox,31,34.0,0.0,0,0.0,69,125
Jun 20 1988,Alex Caceres,Record: 14-12-0 (1 NC),"5' 10""",73,2.76,3.84,Southpaw,49,64.0,0.8,75,0.56,59,145
--,Alvin Cacdac,Record: 16-11-0,"5' 6""",,0.61,1.21,Orthodox,66,0.0,0.0,0,0.0,0,125
May 13 1983,Yan Cabral,Record: 12-3-0,"5' 11""",73,1.98,2.02,Orthodox,47,62.0,1.2,35,2.89,37,155
--,Steve Byrnes,Record: 6-1-0,"6' 0""",,2.67,1.2,Orthodox,51,27.0,4.0,60,3.0,0,170
Oct 11 1983,Charles Byrd,Record: 10-6-0,"5' 10""",73,2.1,3.86,Orthodox,57,58.0,1.9,50,2.52,57,185
Jan 04 1984,Raphael Butler,Record: 9-2-1,"6' 3""",,0.94,4.69,,45,91.0,14.1,0,0.0,100,261
Apr 30 1996,JP Buys,Record: 4-1-0,"5' 6""",66,3.35,2.01,Orthodox,42,46.0,0.0,50,4.02,0,125
--,Ian Butler,Record: 3-3-0 (1 NC),"5' 8""",,6.69,2.09,,14,36.0,0.0,0,0.0,50,155
--,Goldman Butler,Record: 1-4-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
--,Todd Butler,Record: 1-4-0,"6' 1""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,200
Oct 23 1984,Jason Butcher,Record: 10-2-0,"6' 3""",,2.73,1.82,,40,25.0,0.0,50,13.64,0,185
Jun 02 1987,Eduardo Bustillos,Record: 5-3-0,"5' 8""",,6.22,2.61,,59,35.0,0.0,0,0.0,100,135
--,Nick Bustamante,Record: 5-3-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Jul 30 1966,Murilo Bustamante,Record: 14-8-1,"6' 2""",,1.9,1.33,Orthodox,32,60.0,1.2,33,2.46,54,183
Jul 24 1985,Bubba Bush,Record: 8-3-0 (1 NC),"6' 0""",73,7.01,0.63,Orthodox,55,25.0,0.0,50,2.82,60,185
--,George Bush,Record: 5-2-0,"6' 1""",,2.31,6.35,,64,55.0,0.0,66,17.31,0,205
Jan 06 1991,Martin Buschkamp,Record: 9-0-0 (1 NC),"5' 9""",70,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,145
Feb 05 1990,Nah-Shon Burrell,Record: 9-3-0 (1 NC),"5' 11""",73,3.45,4.83,Orthodox,47,56.0,0.3,0,0.0,52,170
--,Derrick Burnsed,Record: 8-2-3,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
May 15 1978,Josh Burns,Record: 8-10-0,"6' 1""",,5.73,2.4,,48,32.0,0.0,0,0.0,100,244
Jul 20 1986,Gilbert Burns,Record: 14-3-0,"5' 10""",71,3.43,3.09,Orthodox,41,57.0,0.7,37,2.34,38,155
Mar 03 1980,Kevin Burns,Record: 9-5-0,"5' 10""",74,4.3,2.74,Orthodox,38,52.0,0.8,50,0.28,47,170
Apr 12 1974,Mikey Burnett,Record: 5-2-0,"5' 6""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,170
Mar 06 1994,Mads Burnell,Record: 9-3-0,"5' 8""",69,2.71,1.28,Orthodox,41,51.0,0.4,47,3.45,22,145
Apr 10 1980,Joshua Burkman,Record: 29-17-0 (1 NC),"5' 10""",72,3.13,2.69,Orthodox,43,51.0,0.3,36,2.53,72,170
Mar 19 1991,Shane Burgos,Record: 11-1-0,"5' 11""",75,5.47,6.54,Orthodox,46,66.0,0.3,100,0.55,94,145
Mar 01 1989,Wuliji Buren,Record: 10-7-0,"5' 9""",69,2.96,1.63,Orthodox,42,56.0,0.4,42,3.38,71,135
Mar 19 1983,Shawn Bunch,Record: 7-3-0,"5' 5""",,1.55,0.0,,0,55.0,0.0,0,0.0,50,135
--,Josh Bumgarner,Record: 6-3-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
--,Lee Kwan Bum,Record: 0-1-0,"6' 2""",,0.0,0.71,Orthodox,14,100.0,0.0,0,0.0,0,286
Jan 16 1974,Paul Buentello,Record: 29-14-0,"6' 2""",77,3.83,3.29,Orthodox,45,52.0,0.4,33,0.19,39,245
Aug 22 1991,Mayra Bueno Silva,Record: 6-0-0,"5' 6""",,2.24,2.24,Orthodox,34,38.0,3.0,0,0.0,66,135
--,Francisco Bueno,Record: 5-2-0,"5' 9""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,225
Aug 08 1974,Mike Budnik,Record: 11-4-0,"5' 9""",68,0.95,0.65,Orthodox,52,53.0,3.4,0,0.0,0,145
Jul 04 1983,Julia Budd,Record: 3-1-0,"5' 7""",67,0.81,3.4,,76,47.0,0.0,62,2.43,83,145
Mar 19 1982,Courtney Buck,Record: 10-5-0,"5' 10""",,3.24,1.49,Orthodox,28,54.0,0.0,0,0.0,33,135
--,Zak Bucia,Record: 7-4-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Aug 22 1983,Justin Buchholz,Record: 12-6-0,"6' 0""",73,4.14,2.35,Orthodox,26,51.0,0.8,0,0.0,33,155
Oct 18 1985,Dennis Bryant,Record: 5-1-0,"6' 0""",72,10.56,10.56,Orthodox,59,13.0,0.0,0,0.0,0,205
Apr 23 1980,Josh Bryant,Record: 12-1-0,"5' 10""",,6.1,1.1,Orthodox,20,43.0,0.0,0,0.0,0,185
Jan 04 1984,Derek Brunson,Record: 18-7-0,"6' 1""",77,2.55,3.03,Southpaw,44,50.0,0.6,28,2.74,100,185
Feb 24 1982,Fernando Bruno,Record: 16-4-0,"5' 6""",70,1.78,1.75,,39,48.0,0.5,22,2.02,56,145
Nov 03 1981,Steve Bruno,Record: 14-5-0,"5' 10""",,3.38,0.96,Orthodox,52,36.0,0.4,25,1.94,46,170
--,Justin Bruckmann,Record: 7-3-0,"5' 9""",,5.91,0.59,Orthodox,66,16.0,0.0,0,0.0,33,170
Aug 16 1977,Jules Bruchez,Record: 1-2-0,"6' 0""",,5.52,0.69,Southpaw,50,46.0,0.0,0,0.0,0,205
May 12 1984,Junie Browning,Record: 4-5-0,"5' 9""",,1.76,3.76,Orthodox,48,66.0,3.5,66,3.53,0,155
Jul 17 1982,Travis Browne,Record: 18-7-1,"6' 6""",79,4.31,2.93,Orthodox,41,42.0,0.2,68,1.21,75,255
Nov 03 1984,Humberto Brown,Record: 4-5-0,"5' 10""",71,2.19,1.71,,50,62.0,0.0,25,1.43,0,145
Dec 25 1984,Damien Brown,Record: 17-12-0,"5' 10""",68,4.86,3.66,Orthodox,38,50.0,0.7,27,0.68,53,155
Jul 08 1990,Randy Brown,Record: 10-3-0,"6' 3""",78,2.37,2.89,Orthodox,44,55.0,0.6,41,0.99,77,170
--,Frederick Brown,Record: 3-2-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,235
--,Chris Brown,Record: 6-4-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Apr 13 1983,Terrell Brown,Record: 3-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Dec 13 1976,Todd Brown,Record: 15-4-0 (1 NC),"5' 11""",,3.85,2.15,Orthodox,45,48.0,0.0,0,0.0,50,205
Jun 04 1982,Dominic Brown,Record: 14-21-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,190
Sep 08 1975,Mike Brown,Record: 26-9-0,"5' 6""",70,2.45,2.98,Orthodox,44,60.0,0.6,40,3.23,66,145
Jan 10 1981,Matt Brown,Record: 23-16-0,"6' 0""",75,2.64,3.78,Orthodox,53,56.0,1.6,46,1.57,63,170
Oct 04 1974,Lee Brousseau,Record: 5-3-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Mar 03 1983,Rob Broughton,Record: 15-7-1,"6' 2""",74,2.54,2.83,,60,51.0,3.2,0,0.0,26,265
May 02 1993,Jarred Brooks,Record: 14-2-0,"5' 3""",62,1.66,2.12,Switch,46,62.0,0.6,57,4.54,69,125
Oct 26 1978,CM Punk,Record: 0-2-0,"6' 1""",73,4.87,1.1,Orthodox,23,40.0,0.0,11,0.87,0,170
Oct 08 1986,Will Brooks,Record: 18-4-0,"5' 10""",72,2.54,4.26,Orthodox,59,56.0,0.3,51,2.08,82,155
Aug 13 1985,Jonathan Brookins,Record: 14-6-0,"6' 0""",73,3.63,2.69,Southpaw,39,56.0,0.3,17,1.94,80,145
Jan 05 1979,Mike Bronzoulis,Record: 13-3-1,"6' 0""",,2.54,1.13,,34,37.0,0.0,0,0.0,33,155
--,Drew Brokenshire,Record: 4-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
May 09 1978,Antwain Britt,Record: 11-5-0,"6' 1""",77,2.81,1.46,,39,44.0,0.0,40,1.56,50,205
Nov 27 1977,Marcelo Brito,Record: 8-5-0,"6' 1""",,3.53,0.6,Orthodox,20,55.0,0.0,0,0.0,50,170
Oct 22 1980,Henry Briones,Record: 19-8-1,"5' 8""",69,4.68,3.47,,42,53.0,0.6,0,0.0,52,135
Nov 12 1974,Aaron Brink,Record: 25-21-0 (1 NC),"6' 3""",,5.71,3.49,Orthodox,42,57.0,0.0,0,0.0,0,205
Apr 06 1985,Marcus Brimage,Record: 7-5-0,"5' 4""",71,3.64,3.97,Southpaw,35,56.0,0.0,100,0.56,80,135
Jul 07 1975,Jason Brilz,Record: 18-5-1,"5' 11""",71,1.78,2.66,Orthodox,40,65.0,1.3,25,2.37,25,205
--,Mack Brewer,Record: 0-1-0,--,,6.67,0.0,,0,36.0,0.0,0,0.0,0,205
--,Robert Breslin,Record: 3-9-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Feb 09 1981,Charlie Brenneman,Record: 19-8-0,"5' 10""",72,1.55,1.52,Orthodox,56,46.0,0.0,42,4.23,72,155
Oct 12 1971,Chris Brennan,Record: 19-13-1,"5' 8""",,0.97,0.6,Orthodox,40,50.0,2.1,0,0.0,25,170
Sep 26 1991,Tom Breese,Record: 11-1-0,"6' 3""",73,2.57,3.85,Southpaw,49,65.0,0.3,0,0.0,72,185
Sep 21 1993,Martin Bravo,Record: 12-2-0,"5' 8""",71,5.19,6.04,Southpaw,37,50.0,0.0,33,2.01,85,145
--,Michael Bravo,Record: 7-4-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
May 27 1987,Diego Brandao,Record: 24-11-0,"5' 7""",68,3.38,2.94,Orthodox,47,62.0,0.6,68,3.21,80,145
Sep 26 1981,David Branch,Record: 22-6-0,"6' 1""",78,1.91,1.66,Orthodox,39,56.0,0.0,32,2.55,43,185
Aug 23 1983,Joe Brammer,Record: 7-3-1,"5' 8""",,2.8,2.15,Orthodox,31,56.0,0.0,50,0.81,50,155
