date_of_birth,fighter_name,fighter_record,height,reach,sapm,slpm,stance,strike_acc,strike_def,sub_avg,td_acc,td_avg,td_def,weight
Apr 14 1969,Ebenezer Fontes Braga,Record: 13-7-2,"6' 0""",,0.42,2.42,Orthodox,50,71.0,0.6,0,0.0,90,199
Nov 23 1992,Sean Brady,Record: 9-0-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Jun 13 1983,Paul Bradley,Record: 18-3-0 (1 NC),"5' 9""",,4.13,2.26,Orthodox,32,56.0,0.0,16,1.12,100,170
Aug 19 1982,Kyle Bradley,Record: 15-8-0 (1 NC),"5' 9""",71,3.45,1.99,Orthodox,40,58.0,0.0,50,0.65,40,155
--,Colley  Bradford,Record: 0-1-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Nov 17 1976,Ashe Bowman,Record: 9-10-0,"5' 9""",,4.86,2.43,,42,57.0,0.0,0,0.0,0,155
--,Blake Bowman,Record: 2-4-0,"6' 2""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Dec 05 1982,Roger Bowling,Record: 11-5-0 (1 NC),"5' 9""",68,3.86,3.9,Orthodox,47,51.0,0.9,43,3.09,27,155
Jun 22 1980,Brian Bowles,Record: 10-3-0,"5' 7""",70,2.98,2.36,Orthodox,26,64.0,1.4,70,1.39,54,135
Jul 16 1969,Melton Bowen,Record: 0-1-0,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,225
--,Tai Bowden,Record: 1-1-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,230
--,Jess Bouscal,Record: 3-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
--,Mike Bourke,Record: 10-16-1 (1 NC),"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,275
--,Rich Bouphanouvong,Record: 1-4-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
--,Roy Boughton,Record: 14-8-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
--,Gregory Bouchelaghem,Record: 5-4-0,"6' 2""",,1.53,0.27,Switch,21,36.0,0.0,0,0.0,50,183
Sep 28 1968,Francois Botha,Record: 0-1-0,"6' 2""",,1.05,0.0,Orthodox,0,77.0,0.0,0,0.0,0,260
Dec 15 1988,Poliana Botelho,Record: 8-2-0,"5' 8""",67,2.77,3.65,Orthodox,58,55.0,0.0,100,1.27,88,115
--,Chris Bostick,Record: 6-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
--,Marcus Bossett,Record: 1-3-0,"6' 1""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,215
Jul 29 1981,Steve Bosse,Record: 12-2-0,"5' 11""",72,5.38,5.99,Orthodox,52,50.0,0.0,33,0.92,100,205
--,Igor Borisov,Record: 1-1-0,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,235
Aug 04 1993,Ray Borg,Record: 11-4-0,"5' 4""",63,1.95,1.29,Orthodox,48,46.0,1.3,48,3.39,38,135
Apr 25 1992,Rogerio Bontorin,Record: 15-1-0 (1 NC),"5' 6""",67,3.94,3.29,Orthodox,52,38.0,1.8,42,1.83,60,125
Apr 04 1977,Stephan Bonnar,Record: 17-8-0,"6' 4""",78,3.01,2.76,Orthodox,38,52.0,1.0,40,1.32,60,205
--,Marcos Bonilla,Record: 4-4-0,"5' 10""",,0.47,0.47,,12,94.0,0.0,0,0.0,0,145
Aug 28 1980,Jesse Bongfeldt,Record: 15-5-1,"6' 0""",,1.01,2.91,Orthodox,62,50.0,0.0,33,1.51,33,185
--,Tony Bonello,Record: 16-2-1 (1 NC),"6' 2""",,12.62,0.62,,33,10.0,0.0,0,0.0,0,185
--,Luc Bondole,Record: 5-2-2,"6' 2""",,2.04,3.35,,51,62.0,1.8,0,0.0,0,205
--,Kyle Bolt,Record: 8-4-0,"6' 2""",,7.27,7.27,,52,45.0,0.0,0,0.0,0,185
May 27 1977,Kotetsu Boku,Record: 18-7-2,"5' 9""",,2.8,2.47,Orthodox,42,53.0,0.0,0,0.0,0,154
Feb 12 1974,Jerry Bohlander,Record: 11-4-0,"5' 11""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,199
--,Derek Bohi,Record: 8-5-0,"6' 4""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,260
--,Jay Bogan,Record: 6-6-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
May 22 1982,Galore Bofando,Record: 5-3-0,"5' 11""",72,3.63,3.63,Switch,45,54.0,0.0,100,2.37,50,170
Jan 28 1981,Tim Boetsch,Record: 21-13-0,"6' 0""",74,2.9,2.93,Orthodox,50,57.0,0.8,34,1.45,59,185
--,Jeremy Boczulak,Record: 0-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Feb 13 1989,James Bochnovic,Record: 8-3-0,"6' 4""",81,3.64,0.65,Orthodox,26,21.0,0.0,0,0.0,0,205
Feb 05 1987,Kyle Bochniak,Record: 8-4-0,"5' 7""",70,4.73,2.6,Orthodox,32,58.0,0.0,18,1.17,62,145
Oct 24 1981,Mark Bocek,Record: 12-5-0,"5' 8""",75,2.32,2.34,Orthodox,43,60.0,1.3,36,3.65,31,155
Jan 26 1970,Dan Bobish,Record: 17-9-0,"6' 2""",,1.74,2.06,Southpaw,44,34.0,1.6,42,2.44,0,345
Feb 29 1988,Dashawn Boatwright,Record: 3-1-0,"6' 0""",,52.5,0.0,Orthodox,0,12.0,0.0,0,0.0,0,205
Aug 16 1983,Byron Bloodworth,Record: 6-3-0,"5' 8""",69,5.18,1.82,Orthodox,28,50.0,0.0,0,0.0,0,135
Apr 11 1983,Arlene Blencowe,Record: 9-6-0,"5' 5""",,2.1,2.31,,43,43.0,0.6,0,0.0,55,145
Feb 18 1991,Curtis Blaydes,Record: 11-2-0 (1 NC),"6' 4""",80,2.03,3.71,Orthodox,51,55.0,0.0,57,6.79,25,265
--,David Blanco,Record: 2-0-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Oct 16 1983,Maximo Blanco,Record: 12-8-1 (1 NC),"5' 8""",71,3.19,4.11,Orthodox,44,66.0,0.3,36,1.85,63,145
--,Tom Blackledge,Record: 10-7-0,--,,2.55,2.91,,61,46.0,0.0,0,0.0,75,205
--,Jason Blackford,Record: 2-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
May 25 1977,Brad Blackburn,Record: 18-13-1 (1 NC),"5' 10""",73,3.59,4.55,Orthodox,35,65.0,0.7,50,0.93,76,170
Jul 15 1972,Jason Black,Record: 23-4-1,"5' 8""",,2.6,1.06,Orthodox,47,45.0,6.2,33,0.48,28,155
Feb 24 1983,Jan Blachowicz,Record: 23-8-0,"6' 2""",78,3.16,3.5,Orthodox,49,53.0,0.3,52,1.46,53,205
--,Amaury Bitetti,Record: 5-2-0,"5' 9""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,185
Feb 28 1979,Michael Bisping,Record: 31-9-0,"6' 1""",75,2.71,4.33,Orthodox,38,65.0,0.3,43,1.05,63,185
Jun 05 1987,Chris Birchler,Record: 7-3-0,"6' 3""",79,14.83,9.35,Switch,46,35.0,0.0,0,0.0,0,205
May 16 1986,Anthony Birchak,Record: 13-3-0,"5' 8""",69,2.26,3.98,Orthodox,35,66.0,0.0,16,0.68,83,135
--,Scott Bills,Record: 8-9-1,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Nov 14 1977,Jeremiah Billington,Record: 11-2-0,"5' 9""",,7.06,1.6,Orthodox,62,35.0,0.0,0,0.0,50,205
Jun 06 1979,David Bielkheden,Record: 16-9-0,"5' 10""",71,1.64,1.11,Orthodox,57,54.0,0.0,63,2.65,14,155
Aug 22 1988,Magomed Bibulatov,Record: 14-2-0,"5' 5""",65,1.83,3.6,Orthodox,51,52.0,0.0,40,2.85,75,125
May 13 1986,Arjan Bhullar,Record: 8-1-0,"6' 1""",75,2.38,2.16,Orthodox,52,61.0,0.0,66,1.62,100,245
Mar 10 1980,Fernando Bettega,Record: 7-5-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Dec 28 1984,Matt Bessette,Record: 22-9-0 (1 NC),"5' 10""",70,4.45,4.36,Orthodox,41,58.0,0.3,28,0.64,61,145
--,Scott Bessac,Record: 4-6-0,"6' 4""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,245
Sep 29 1989,Anton Berzin,Record: 5-1-0,"6' 2""",,6.8,4.4,Orthodox,46,67.0,1.0,28,2.0,0,205
--,Dieusel Berto,Record: 0-3-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,200
Aug 25 1974,Allen Berube,Record: 4-3-0,"5' 8""",,0.92,0.92,Orthodox,80,33.0,3.4,100,6.87,0,155
Jul 05 1983,Edson Berto,Record: 16-9-1,"5' 6""",,4.62,1.76,Orthodox,36,47.0,2.7,40,5.47,0,155
Oct 25 1987,Keith Berry,Record: 10-9-1 (1 NC),"6' 1""",,7.5,0.0,,0,45.0,0.0,0,0.0,0,185
--,Dave Berry,Record: 0-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Jul 16 1994,Manny Bermudez,Record: 14-0-0,"5' 10""",71,2.57,1.88,Orthodox,51,58.0,7.7,33,2.57,0,135
Dec 13 1986,Dennis Bermudez,Record: 18-9-0,"5' 6""",66,3.07,4.42,Orthodox,46,59.0,1.1,40,3.89,82,155
Nov 14 1985,Keith Berish,Record: 5-1-0 (1 NC),"6' 0""",73,4.81,3.58,Orthodox,36,62.0,0.0,40,1.76,0,205
Nov 24 1973,Bret Bergmark,Record: 6-1-1,"5' 9""",,2.78,2.78,,52,37.0,4.2,100,4.17,50,170
May 20 1973,Steve Berger,Record: 21-22-2 (1 NC),"5' 11""",,3.26,1.0,Orthodox,27,36.0,1.7,40,0.84,16,170
Nov 30 1982,Len Bentley,Record: 9-4-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
--,Pat Benson,Record: 3-6-2,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Aug 25 1989,Ryan Benoit,Record: 10-5-0,"5' 5""",68,3.2,2.38,Orthodox,36,59.0,0.2,20,0.24,62,125
Mar 12 1982,Joe Benoit,Record: 11-4-0,"5' 9""",,0.0,0.0,Orthodox,0,100.0,0.0,0,0.0,0,170
Aug 26 1988,Lance Benoist,Record: 7-2-0,"5' 11""",73,2.7,3.68,Southpaw,51,56.0,0.0,33,1.5,61,170
Nov 18 1984,DeAnna Bennett,Record: 8-3-1,"5' 4""",68,3.27,3.13,,58,58.0,1.0,0,0.0,0,125
--,Josh Bennett,Record: 12-13-0,"6' 4""",,5.8,2.9,Orthodox,40,43.0,0.0,100,1.5,100,259
Nov 23 1979,Charles Bennett,Record: 25-23-2,"5' 8""",,1.35,1.39,Orthodox,39,64.0,2.0,100,2.02,36,155
Jun 15 1988,Gabriel Benitez,Record: 21-7-0,"5' 8""",71,2.6,4.23,Southpaw,42,73.0,1.6,100,0.23,56,145
--,Dave Beneteau,Record: 6-5-1,"6' 2""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,250
--,Karla Benitez,Record: 6-2-1 (1 NC),"5' 3""",,2.4,0.0,,0,57.0,0.0,0,0.0,100,113
--,Mike Bencic,Record: 1-2-0,"6' 0""",,3.32,0.0,Orthodox,0,53.0,0.0,0,0.0,0,215
Jul 31 1984,Joseph Benavidez,Record: 27-5-0,"5' 4""",65,2.55,3.41,Southpaw,33,63.0,0.7,31,1.58,65,125
May 18 1986,Marco Beltran,Record: 8-7-0,"5' 8""",69,1.93,2.07,Orthodox,37,63.0,0.2,50,0.7,46,125
Dec 08 1981,Joey Beltran,Record: 15-9-0 (1 NC),"6' 1""",75,5.27,4.92,Orthodox,36,54.0,0.0,18,0.48,75,185
Apr 01 1977,Vitor Belfort,Record: 26-14-0 (1 NC),"6' 0""",74,2.83,1.59,Southpaw,46,50.0,0.6,60,1.02,53,185
--,Diana Belbita,Record: 11-4-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
Apr 24 1984,Alan Belcher,Record: 17-7-0,"6' 2""",73,3.1,2.7,Orthodox,41,59.0,0.9,26,0.44,55,185
Feb 16 1991,Mirsad Bektic,Record: 13-1-0,"5' 8""",70,1.42,2.92,Orthodox,46,62.0,0.4,53,3.59,100,145
Feb 05 1979,Lyle Beerbohm,Record: 15-2-0,"5' 10""",,1.61,1.98,Southpaw,55,54.0,0.3,23,2.1,64,155
Jan 06 1983,Johnny Bedford,Record: 19-13-1 (1 NC),"5' 10""",71,1.75,4.53,Orthodox,50,63.0,0.0,62,1.83,62,135
Mar 29 1985,Chase Beebe,Record: 19-8-1,"5' 7""",67,1.64,2.17,Orthodox,38,69.0,0.9,42,2.49,41,135
Sep 11 1984,Eric Bedard,Record: 6-7-0,"6' 2""",,8.54,6.37,,35,52.0,0.0,0,0.0,0,239
Feb 06 1970,Jeff Bedard,Record: 13-3-0,"5' 6""",,0.0,0.8,Orthodox,51,100.0,2.6,66,3.43,100,145
Sep 16 1990,Ariel Beck,Record: 4-5-0,"5' 6""",66,4.31,4.44,,34,64.0,0.0,0,0.0,0,125
--,Salvador Becerra,Record: 5-2-0,"5' 9""",,3.83,4.57,,31,58.0,0.0,0,0.0,66,155
--,Rudy Bears,Record: 13-11-0,"5' 11""",,2.53,1.27,Southpaw,29,50.0,0.0,0,0.0,0,170
Aug 06 1985,Chris Beal,Record: 10-3-0,"5' 7""",69,3.18,3.45,Orthodox,35,61.0,0.2,58,1.6,78,125
Jul 01 1993,Mario Bautista,Record: 6-1-0,"5' 9""",72,4.83,2.56,Switch,30,68.0,0.0,100,4.27,50,135
Apr 20 1984,Michel Batista,Record: 4-2-0 (1 NC),"6' 3""",,4.03,0.0,,0,40.0,0.0,50,6.72,0,260
Aug 08 1980,Shayna Baszler,Record: 15-10-0,"5' 7""",67,6.36,2.49,Orthodox,30,51.0,1.3,18,0.67,44,135
--,Ryan Bastianelli,Record: 5-2-0 (1 NC),"5' 5""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
--,Sean Bassett,Record: 0-4-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Nov 14 1982,Stephen Bass,Record: 10-1-0,"5' 9""",,5.87,4.87,,52,55.0,0.0,0,0.0,0,145
Apr 28 1989,Enrique Barzola,Record: 16-4-1,"5' 7""",70,2.49,3.51,,43,71.0,0.3,47,5.29,75,145
Jul 07 1979,Pat Barry,Record: 8-7-0,"5' 11""",74,3.54,2.72,Orthodox,52,59.0,0.2,0,0.0,76,235
Feb 28 1980,Francimar Barroso,Record: 19-7-0 (1 NC),"6' 1""",75,3.07,2.77,Orthodox,52,59.0,0.0,24,2.22,83,205
Mar 22 1976,Ricardo Barros,Record: 2-2-0,"6' 1""",,8.22,0.0,,0,31.0,0.0,0,0.0,100,205
Nov 19 1976,Alexandre Barros,Record: 18-8-0,"5' 9""",,4.05,0.98,Southpaw,40,36.0,0.0,50,1.84,100,170
--,David Barrios,Record: 4-5-0,"5' 6""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Feb 18 1990,Marc-Andre Barriault,Record: 11-1-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
--,Carlos Barreto,Record: 14-9-0,"6' 4""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,230
--,Jose Barreto,Record: 0-1-0,--,,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,185
Dec 23 1980,Dan Barrera,Record: 3-1-0,"5' 9""",,1.2,0.8,Orthodox,70,28.0,0.0,8,1.0,0,170
Apr 16 1976,Phil Baroni,Record: 14-15-0,"5' 9""",72,3.93,2.77,Orthodox,45,40.0,0.5,47,1.46,60,170
Feb 15 1973,David Baron,Record: 17-3-1,"5' 6""",,2.1,1.17,Switch,30,56.0,0.7,0,0.0,14,155
--,Chris Barnhizer,Record: 1-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
--,Nick Barnes,Record: 11-2-0,"5' 11""",,8.93,2.86,,29,51.0,5.4,100,5.36,100,170
Nov 10 1977,Josh Barnett,Record: 35-8-0,"6' 3""",78,2.11,3.2,Orthodox,50,57.0,1.4,55,1.26,55,250
--,James Barnes,Record: 7-2-0,"5' 8""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Apr 13 1988,Luke Barnatt,Record: 8-3-0,"6' 6""",77,3.87,4.43,Orthodox,36,59.0,0.4,42,0.63,63,185
May 01 1987,Raoni Barcelos,Record: 13-1-0,"5' 7""",67,6.19,5.66,Orthodox,55,53.0,0.7,83,3.63,75,135
Jan 21 1986,Edson Barboza,Record: 20-7-0,"5' 11""",75,4.18,4.01,Orthodox,42,60.0,0.1,46,0.46,80,155
May 18 1998,Maycee Barber,Record: 7-0-0,"5' 5""",65,4.03,8.03,Switch,63,47.0,0.0,30,1.54,100,125
May 03 1989,Bryan Barberena,Record: 14-6-0,"6' 0""",72,4.76,5.9,Southpaw,48,44.0,0.3,33,0.29,47,170
Jan 25 1982,Junior Barata,Record: 8-3-1,"5' 10""",,8.46,4.03,Orthodox,33,34.0,0.0,0,0.0,0,170
Jan 31 1987,Renan Barao,Record: 36-8-0 (1 NC),"5' 6""",70,3.83,3.78,Orthodox,36,58.0,0.6,45,1.46,91,135
Sep 23 1979,Antonio Banuelos,Record: 19-7-1,"5' 5""",63,3.3,2.71,Orthodox,33,58.0,0.4,58,1.38,85,135
--,Yohan Banks,Record: 2-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Sep 04 1994,Humberto Bandenay,Record: 14-6-0 (1 NC),"5' 11""",,5.22,2.3,Southpaw,39,39.0,0.9,66,1.87,71,145
Oct 10 1989,Marcin Bandel,Record: 13-4-0,"5' 10""",70,5.26,0.79,Orthodox,50,23.0,0.0,0,0.0,0,155
Apr 15 1983,Tae Hyun Bang,Record: 18-10-0,"5' 9""",71,2.07,2.72,Switch,38,66.0,0.5,33,0.49,57,155
Dec 07 1990,Stephen Banaszak,Record: 5-5-0,"6' 0""",,1.15,4.2,,47,66.0,1.9,0,0.0,100,145
Aug 04 1987,Oluwale Bamgbose,Record: 6-4-0,"5' 11""",78,2.7,2.45,Switch,48,55.0,0.0,33,0.94,37,185
Oct 13 1985,Bryan Baker,Record: 16-3-0,"6' 3""",,2.83,1.78,Orthodox,52,45.0,0.9,50,0.44,37,185
--,Scott Baker,Record: 1-1-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,210
--,Jordan Bailey,Record: 6-3-0,"5' 9""",,0.29,1.74,,40,0.0,4.3,100,4.35,0,145
Sep 22 1982,Shamar Bailey,Record: 12-5-0,"5' 9""",75,3.91,1.56,,20,69.0,0.0,33,1.5,37,155
Apr 17 1984,Siyar Bahadurzada,Record: 24-7-1,"5' 11""",73,2.96,3.33,Orthodox,45,50.0,0.4,61,1.58,68,170
Apr 13 1985,Mehdi Baghdad,Record: 11-4-0,"6' 1""",75,4.56,3.13,Orthodox,30,46.0,0.0,0,0.0,33,155
Jun 10 1985,Ali Bagautinov,Record: 14-5-0,"5' 4""",65,3.09,2.85,Orthodox,42,52.0,0.3,36,2.51,65,125
Jul 11 1991,Izabela Badurek,Record: 5-3-0,"5' 5""",,4.9,3.74,Orthodox,71,32.0,0.0,12,1.75,100,115
Jun 07 1983,Ryan Bader,Record: 23-5-0,"6' 2""",74,1.39,2.82,Orthodox,43,71.0,0.4,44,3.37,80,205
Oct 26 1981,Seth Baczynski,Record: 18-11-0,"6' 3""",74,3.14,3.08,Orthodox,31,51.0,0.8,16,0.89,48,170
Aug 22 1989,Niklas Backstrom,Record: 8-2-0 (1 NC),"6' 1""",74,3.65,1.12,Orthodox,41,40.0,2.2,80,2.92,72,145
Jun 10 1976,Luiz Azeredo,Record: 15-10-0,"5' 9""",,2.76,2.16,Orthodox,39,57.0,0.3,50,1.07,45,154
--,Ottman Azaitar,Record: 11-0-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Mar 10 1986,Abu Azaitar,Record: 14-1-1 (1 NC),"5' 9""",76,1.27,3.2,Orthodox,37,57.0,0.0,100,1.0,25,185
May 31 1992,Jessin Ayari,Record: 16-5-0,"6' 0""",73,3.4,3.58,Orthodox,38,59.0,0.3,0,0.0,33,155
Jun 07 1983,Saad Awad,Record: 9-5-0,"5' 11""",,1.87,2.13,,26,60.0,0.5,16,0.5,100,155
Aug 20 1988,Javy Ayala,Record: 10-5-0,"6' 1""",,5.0,0.83,,25,33.0,0.0,0,0.0,0,265
May 11 1988,Julia Avila,Record: 5-1-0,"5' 4""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
Jan 16 1993,Chris Avila,Record: 5-4-0,"5' 10""",72,4.17,2.37,Orthodox,30,48.0,0.0,0,0.0,46,145
Dec 29 1988,Anthony Avila,Record: 6-1-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
May 17 1982,Levi Avera,Record: 16-10-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Jun 30 1983,Blas Avena,Record: 7-6-0 (1 NC),"6' 0""",74,3.36,2.34,Orthodox,47,43.0,1.8,80,2.37,50,170
--,David Avellan,Record: 2-1-0,"5' 9""",,10.0,3.33,Orthodox,25,57.0,0.0,0,0.0,0,185
Aug 18 1973,Marcus Aurelio,Record: 21-10-0,"5' 10""",74,2.27,1.42,Orthodox,33,59.0,1.3,27,1.69,27,155
Apr 16 1986,Pat Audinwood,Record: 9-2-1,"6' 0""",,4.31,1.17,Orthodox,12,41.0,0.0,50,0.8,0,155
Feb 23 1989,Olivier Aubin-Mercier,Record: 12-4-0,"5' 9""",70,2.95,2.59,Southpaw,51,55.0,0.6,35,2.63,65,155
Jun 16 1977,Rich Attonito,Record: 10-5-0,"5' 10""",72,2.13,2.28,Orthodox,47,59.0,0.0,37,0.74,75,170
Jul 19 1982,Raphael Assuncao,Record: 27-6-0,"5' 5""",66,2.24,3.34,Orthodox,40,70.0,0.3,36,1.38,79,135
--,Bazigit Atajev,Record: 17-1-0,"6' 1""",,3.14,0.87,Orthodox,41,49.0,0.0,33,1.0,0,230
Jun 24 1981,Junior Assuncao,Record: 13-4-0,"5' 9""",72,2.06,3.31,Orthodox,62,44.0,0.7,24,2.43,66,145
May 23 1992,Bruno Assis,Record: 8-3-0,"6' 2""",,3.2,1.27,Orthodox,43,36.0,1.0,50,2.0,66,185
Jul 18 1984,Ben Askren,Record: 19-0-0 (1 NC),"5' 11""",73,7.8,0.0,Orthodox,0,10.0,4.5,50,4.5,0,170
May 20 1988,Scott Askham,Record: 14-4-0,"6' 3""",75,3.52,3.03,Southpaw,46,52.0,0.7,18,0.44,65,185
Dec 24 1985,Cyril Asker,Record: 9-4-0,"6' 0""",74,5.82,3.35,Orthodox,39,35.0,0.9,62,4.41,100,247
Jan 31 1991,Cesar Arzamendia,Record: 7-4-0,"5' 11""",71,5.2,5.37,,45,56.0,2.4,75,7.32,0,155
--,Veta Arteaga,Record: 3-1-0,"5' 7""",,1.92,3.2,,36,65.0,0.0,0,0.0,40,125
Jul 01 1989,Antonio Arroyo,Record: 8-2-0,"6' 2""",,2.53,3.27,Orthodox,70,42.0,0.0,36,4.0,0,185
--,Gilles Arsene,Record: 1-1-0,"5' 9""",,2.45,0.06,Southpaw,10,32.0,0.0,0,0.0,0,190
Sep 01 1982,Matt Arroyo,Record: 3-3-0,"5' 10""",72,2.01,1.62,Orthodox,47,58.0,5.3,36,2.12,100,170
Jan 14 1983,Akbarh Arreola,Record: 23-10-1,"5' 10""",71,4.01,2.32,Southpaw,45,56.0,0.4,100,1.07,33,155
Oct 22 1991,Austin Arnett,Record: 16-6-0,"6' 0""",72,6.38,4.52,Orthodox,41,62.0,0.2,18,0.44,57,145
May 28 1975,Chalid Arrab,Record: 7-3-0,"5' 11""",,1.63,1.56,Orthodox,34,56.0,1.0,75,3.05,37,205
Jul 17 1978,Ricardo Arona,Record: 14-5-0,"5' 11""",,1.15,1.66,Orthodox,48,57.0,1.2,48,2.41,58,205
Feb 04 1979,Andrei Arlovski,Record: 27-17-0 (2 NC),"6' 3""",77,2.57,3.12,Orthodox,42,58.0,0.3,36,0.58,78,240
--,Joey Armstrong,Record: 5-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Oct 15 1981,Art Arciniega,Record: 15-7-0,"5' 8""",,2.73,1.53,,46,51.0,1.0,0,0.0,50,145
--,Tristan Arenal,Record: 4-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Oct 27 1989,Julio Arce,Record: 15-3-0,"5' 7""",70,2.45,4.41,Southpaw,35,67.0,0.9,16,0.3,93,145
Feb 09 1988,Felipe Arantes,Record: 18-10-1 (2 NC),"5' 8""",73,2.66,2.37,Orthodox,45,64.0,0.7,47,0.93,41,135
Dec 06 1980,Igor Araujo,Record: 25-8-0 (1 NC),"6' 1""",77,2.86,1.52,Orthodox,42,49.0,0.6,15,0.86,22,170
Dec 02 1977,Romie Aram,Record: 7-1-0,"5' 10""",,2.83,1.8,Orthodox,35,50.0,0.0,62,2.5,83,170
Jun 19 1983,Josh Appelt,Record: 15-6-0,"5' 10""",73,11.5,1.35,Southpaw,40,32.0,0.0,0,0.0,33,255
Oct 05 1979,Kenji Arai,Record: 15-15-5,"5' 10""",,10.29,8.79,Southpaw,27,39.0,0.0,0,0.0,0,145
Aug 26 1977,Erik Apple,Record: 10-3-0,"6' 0""",,0.54,0.0,Orthodox,0,81.0,8.1,0,0.0,0,170
Dec 01 1985,Shinsho Anzai,Record: 10-3-0,"5' 7""",70,3.75,3.23,Orthodox,58,45.0,0.0,16,1.83,75,170
May 09 1983,Shinya Aoki,Record: 30-5-0 (1 NC),"5' 11""",,1.25,0.97,Southpaw,58,58.0,4.0,41,2.54,60,154
Aug 05 1981,Zu Anyanwu,Record: 14-5-0,"6' 1""",77,2.47,2.47,Orthodox,42,69.0,0.0,100,0.65,0,251
--,Angelo Antonio,Record: 1-3-0,--,,7.64,1.09,Orthodox,50,50.0,0.0,0,0.0,0,205
Feb 28 1982,Adam Antolin,Record: 12-3-0,"5' 5""",63,5.0,5.73,Orthodox,52,69.0,0.0,0,0.0,100,125
Feb 09 1987,Gadzhimurad Antigulov,Record: 20-5-0,"5' 11""",70,5.45,1.78,Orthodox,53,21.0,3.8,50,9.51,0,205
Dec 03 1985,Nina Ansaroff,Record: 10-5-0,"5' 5""",64,3.31,5.09,Orthodox,46,55.0,0.7,40,0.34,80,115
Jun 02 1992,Magomed Ankalaev,Record: 11-1-0,"6' 3""",75,1.33,3.05,Orthodox,53,67.0,0.0,33,0.45,83,205
Mar 28 1967,Yoji Anjo,Record: 0-5-1,"5' 11""",,3.13,0.0,Orthodox,0,25.0,0.0,0,0.0,0,205
--,Jermaine Andre,Record: 14-4-0,"5' 7""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,200
Mar 31 1973,Reese Andy,Record: 7-3-0,"6' 0""",,3.5,2.87,Orthodox,50,58.0,0.0,20,0.67,40,205
Nov 15 1979,Dylan Andrews,Record: 18-8-0 (1 NC),"6' 1""",73,2.72,2.21,Switch,50,46.0,0.4,50,2.83,57,185
Sep 25 1991,Jessica Andrade,Record: 19-6-0,"5' 1""",62,5.04,6.58,Orthodox,51,51.0,0.5,58,3.2,75,115
Mar 08 1984,Viscardi Andrade,Record: 19-7-0,"5' 11""",75,2.77,3.26,Orthodox,42,63.0,0.3,50,1.93,66,170
